Rt,temp_hex,temp_ch,temp_chamber,MV,Heater On
2022-09-22 14:17:18,-116.2734375,-177.0625,-127.9609375,0.0,False
2022-09-22 14:17:19,-116.1640625,-177.2421875,-128.0234375,-219.66482161249365,Off
2022-09-22 14:17:21,-116.125,-177.1875,-127.890625,-208.77011674687253,Off
2022-09-22 14:17:23,-116.0546875,-177.2421875,-127.8515625,-209.49575726849517,Off
2022-09-22 14:17:24,-116.109375,-177.265625,-127.9296875,-208.87263514577975,Off
2022-09-22 14:17:26,-116.1640625,-177.3203125,-127.890625,-208.32607967337336,Off
2022-09-22 14:17:28,-116.1484375,-177.140625,-127.8515625,-208.52519969764595,Off
2022-09-22 14:17:29,-116.125,-177.34375,-128.0234375,-208.76460314847708,Off
2022-09-22 14:17:31,-116.1796875,-177.296875,-127.9296875,-208.1688171818002,Off
2022-09-22 14:17:32,-116.1640625,-177.265625,-127.9453125,-208.36881751199405,Off
2022-09-22 14:17:34,-116.234375,-177.3203125,-127.9453125,-207.61303029367102,Off
2022-09-22 14:17:36,-116.109375,-177.1875,-128.0234375,-208.98176690944837,Off
2022-09-22 14:17:37,-116.1796875,-177.296875,-127.9609375,-208.16058425688718,Off
2022-09-22 14:17:39,-116.1640625,-177.2421875,-127.9453125,-208.36879511309712,Off
2022-09-22 14:17:41,-116.1796875,-177.265625,-127.7890625,-208.19359394378864,Off
2022-09-22 14:17:42,-116.1640625,-177.2421875,-127.9453125,-208.36884471010572,Off
2022-09-22 14:17:44,-116.03125,-177.265625,-127.75,-209.76779345532867,Off
2022-09-22 14:17:46,-116.0703125,-177.265625,-127.8046875,-209.2730066871229,Off
2022-09-22 14:17:47,-116.03125,-177.3984375,-127.9609375,-209.71137721422397,Off
2022-09-22 14:17:49,-116.1796875,-177.3203125,-127.7890625,-208.11268863092306,Off
2022-09-22 14:17:50,-116.109375,-177.3984375,-127.8046875,-208.94908587207976,Off
2022-09-22 14:17:52,-116.1640625,-177.453125,-127.8671875,-208.32625011724534,Off
2022-09-22 14:17:54,-116.21875,-177.21875,-127.8671875,-207.77907313743785,Off
2022-09-22 14:17:55,-116.0859375,-177.3203125,-127.90625,-209.22090176993564,Off
2022-09-22 14:17:57,-116.0546875,-177.421875,-127.9453125,-209.47244142105058,Off
2022-09-22 14:17:59,-116.109375,-177.4765625,-127.828125,-208.87269854966945,Off
2022-09-22 14:18:00,-116.203125,-177.453125,-127.8515625,-207.91237967407034,Off
2022-09-22 14:18:02,-116.1796875,-177.296875,-127.8515625,-208.2174482391875,Off
2022-09-22 14:18:04,-116.109375,-177.3203125,-127.828125,-208.94904654849506,Off
2022-09-22 14:18:05,-116.203125,-177.375,-127.890625,-207.91152107425472,Off
2022-09-22 14:18:07,-116.1640625,-177.4765625,-127.9453125,-208.3830239675661,Off
2022-09-22 14:18:09,-116.0859375,-177.3984375,-127.8515625,-209.1883499245341,Off
2022-09-22 14:18:10,-116.0703125,-177.5,-127.828125,-209.30658034612986,Off
2022-09-22 14:18:12,-116.109375,-177.421875,-128.0078125,-208.88248797069022,Off
2022-09-22 14:18:13,-116.03125,-177.5,-127.90625,-209.73479474027872,Off
2022-09-22 14:18:15,-116.1640625,-177.5546875,-127.828125,-208.2786106312232,Off
2022-09-22 14:18:17,-116.0703125,-177.53125,-127.8046875,-209.35457756010206,Off
2022-09-22 14:18:18,-116.1796875,-177.421875,-127.828125,-208.13658848085643,Off
2022-09-22 14:18:20,-116.109375,-177.53125,-127.8515625,-208.95031636671678,Off
2022-09-22 14:18:22,-116.125,-177.375,-127.828125,-208.74036558613713,Off
2022-09-22 14:18:23,-116.0859375,-177.4765625,-127.828125,-209.16461466031583,Off
2022-09-22 14:18:25,-116.1484375,-177.3984375,-127.9296875,-208.47659150428024,Off
2022-09-22 14:18:26,-116.109375,-177.6328125,-127.828125,-208.92994563032272,Off
2022-09-22 14:18:28,-116.1640625,-177.53125,-127.8671875,-208.32558440985204,Off
2022-09-22 14:18:30,-116.125,-177.375,-128.0078125,-208.774062051425,Off
2022-09-22 14:18:31,-116.125,-177.3984375,-127.90625,-208.75,Off
2022-09-22 14:18:33,-116.0703125,-177.453125,-127.890625,-209.33019662451053,Off
2022-09-22 14:18:35,-116.1796875,-177.6328125,-127.890625,-208.13735924262906,Off
2022-09-22 14:18:36,-116.0546875,-177.65625,-127.8671875,-209.5293382805444,Off
2022-09-22 14:18:38,-116.125,-177.53125,-127.828125,-208.70726347221824,Off
2022-09-22 14:18:40,-116.125,-177.4765625,-127.8515625,-208.75,Off
2022-09-22 14:18:41,-116.1640625,-177.609375,-127.828125,-208.33494152655896,Off
2022-09-22 14:18:43,-116.0703125,-177.578125,-127.9609375,-209.35538742237227,Off
2022-09-22 14:18:44,-116.1484375,-177.53125,-127.890625,-208.46773828201722,Off
2022-09-22 14:18:46,-116.125,-177.53125,-127.7890625,-208.7644424507915,Off
2022-09-22 14:18:48,-116.0859375,-177.578125,-127.8515625,-209.164266282782,Off
2022-09-22 14:18:49,-116.1640625,-177.5546875,-127.90625,-208.3123980178324,Off
2022-09-22 14:18:51,-116.1640625,-177.5546875,-127.8671875,-208.359375,Off
2022-09-22 14:18:53,-116.0859375,-177.578125,-127.8046875,-209.18842219101066,Off
2022-09-22 14:18:54,-116.1796875,-177.578125,-127.9609375,-208.14589519968197,Off
2022-09-22 14:18:56,-116.234375,-177.5546875,-127.828125,-207.6229386054978,Off
2022-09-22 14:18:57,-116.0703125,-177.609375,-127.828125,-209.3979894620271,Off
2022-09-22 14:18:59,-116.125,-177.6328125,-127.8046875,-208.7155815311639,Off
