Rt,temp_hex,temp_ch,temp_chamber,MV,Heater On
2022-09-22 10:04:26,-118.0,-199.953125,-117.125,0.0,False
2022-09-22 10:04:27,-118.015625,-199.953125,-116.953125,-133.00833395680638,Off
2022-09-22 10:04:29,-118.0,-199.953125,-117.0859375,-130.00795061148472,Off
2022-09-22 10:04:31,-118.015625,-199.953125,-117.03125,-129.83455576003647,Off
2022-09-22 10:04:32,-118.0703125,-199.953125,-116.828125,-129.26567590021676,Off
2022-09-22 10:04:34,-118.0859375,-199.953125,-117.0546875,-129.13163716544878,Off
2022-09-22 10:04:36,-118.0,-199.953125,-116.9765625,-130.04944488904778,Off
2022-09-22 10:04:38,-118.0,-199.953125,-116.953125,-130.0,Off
2022-09-22 10:04:39,-117.90625,-199.953125,-117.03125,-130.99230816876104,Off
2022-09-22 10:04:41,-118.0703125,-199.953125,-116.9765625,-129.20060950438298,Off
2022-09-22 10:04:43,-117.9765625,-199.953125,-116.9765625,-130.28866403176994,Off
2022-09-22 10:04:44,-117.8671875,-199.953125,-116.953125,-131.39073721527262,Off
2022-09-22 10:04:46,-118.0,-199.953125,-116.953125,-129.9232309968962,Off
2022-09-22 10:04:48,-117.921875,-199.953125,-117.03125,-130.8263945934431,Off
2022-09-22 10:04:50,-118.0703125,-199.953125,-116.9375,-129.21076902605506,Off
2022-09-22 10:04:51,-117.9765625,-199.953125,-117.0546875,-130.28781439598,Off
2022-09-22 10:04:53,-117.9765625,-199.953125,-116.921875,-130.234375,Off
2022-09-22 10:04:55,-117.9765625,-199.953125,-117.109375,-130.234375,Off
2022-09-22 10:04:57,-117.921875,-199.953125,-116.8828125,-130.8128892123412,Off
2022-09-22 10:04:58,-118.015625,-199.953125,-117.109375,-129.7889928073533,Off
2022-09-22 10:05:00,-117.9375,-199.953125,-117.0546875,-130.67016688922976,Off
2022-09-22 10:05:02,-117.9375,-199.953125,-116.9921875,-130.625,Off
2022-09-22 10:05:03,-118.03125,-199.953125,-116.9765625,-129.63304000935975,Off
2022-09-22 10:05:05,-118.015625,-199.953125,-117.03125,-129.8527322099175,Off
2022-09-22 10:05:07,-118.03125,-199.953125,-117.0546875,-129.6784920806842,Off
2022-09-22 10:05:09,-118.015625,-199.953125,-116.9765625,-129.85275325519,Off
2022-09-22 10:05:10,-117.9375,-199.953125,-116.953125,-130.6701054067711,Off
2022-09-22 10:05:12,-117.9765625,-199.953125,-117.125,-130.21186449010344,Off
2022-09-22 10:05:14,-110.234375,-199.953125,-117.03125,-212.16213241334148,Off
2022-09-22 10:05:16,-110.3671875,-199.953125,-98.8046875,-206.25054749226322,Off
2022-09-22 10:05:17,-110.203125,0.0,-98.7421875,-208.0748564629637,Off
2022-09-22 10:05:19,-110.3828125,0.0,-98.7578125,-206.0547574810893,Off
2022-09-22 10:05:20,-110.3359375,0.0,-98.7578125,-206.67086467117312,Off
2022-09-22 10:05:22,-110.296875,0.0,-98.828125,-207.0565532482489,Off
2022-09-22 10:05:23,-110.25,-167.3359375,-98.84375,-207.52753853732617,Off
2022-09-22 10:05:25,-110.40625,-167.4296875,-98.7890625,-205.8444969814038,Off
2022-09-22 10:05:27,-110.3515625,-167.3515625,-98.7578125,-206.51678714245764,Off
2022-09-22 10:05:29,-110.234375,-167.5234375,-98.7734375,-207.72556144036426,Off
2022-09-22 10:05:30,-110.2890625,-167.453125,-98.84375,-207.07676469875818,Off
2022-09-22 10:05:32,-110.3671875,-167.4296875,-98.84375,-206.281781849107,Off
2022-09-22 10:05:34,-110.3828125,-167.5390625,-98.8046875,-206.16246423405275,Off
2022-09-22 10:05:35,-110.265625,-167.453125,-98.875,-207.41297575098784,Off
2022-09-22 10:05:37,-110.21875,-167.5,-98.7890625,-207.84036624801908,Off
2022-09-22 10:05:39,-110.296875,-167.453125,-98.90625,-206.98537072683814,Off
2022-09-22 10:05:40,-110.21875,-167.5,-98.859375,-207.85807186727138,Off
2022-09-22 10:05:42,-110.265625,-167.453125,-98.7578125,-207.31634439147388,Off
2022-09-22 10:05:44,-110.265625,-167.453125,-98.7734375,-207.34375,Off
2022-09-22 10:05:45,-110.234375,-167.5234375,-98.7890625,-207.6746636050962,Off
2022-09-22 10:05:47,-110.3515625,-167.4296875,-98.7421875,-206.4155822888475,Off
2022-09-22 10:05:49,-110.3828125,-167.453125,-98.7734375,-206.15375671053837,Off
2022-09-22 10:05:51,-110.234375,-167.3515625,-98.7109375,-207.74413906693107,Off
2022-09-22 10:05:52,-110.25,-167.4296875,0.0,-207.48986788172928,Off
2022-09-22 10:05:54,-110.25,-167.5,-98.875,-207.5,Off
2022-09-22 10:05:55,-110.3515625,-167.3828125,-98.828125,-206.4246210664023,Off
2022-09-22 10:05:57,-110.3203125,-167.5,-98.7578125,-206.81535599195462,Off
2022-09-22 10:05:59,-110.296875,-167.46875,-98.859375,-207.0451673079387,Off
2022-09-22 10:06:01,-110.3203125,-167.3359375,-98.890625,-206.78303747187036,Off
2022-09-22 10:06:02,-110.3515625,-167.3359375,-98.859375,-206.4656870596043,Off
2022-09-22 10:06:04,-110.2890625,0.0,-98.84375,-207.14963094861864,Off
2022-09-22 10:06:05,-110.265625,-167.1484375,-98.8046875,-207.35751154494844,Off
2022-09-22 10:06:07,-110.2890625,-167.3828125,-98.828125,-207.09564932473262,Off
2022-09-22 10:06:09,-110.40625,-167.4296875,-98.890625,-205.86855115151113,Off
2022-09-22 10:06:11,-110.296875,-167.5,-98.890625,-207.09582147739317,Off
2022-09-22 10:06:12,-110.3515625,-167.5,-98.859375,-206.4520118263163,Off
2022-09-22 10:06:14,-110.3203125,-167.4296875,-98.828125,-206.81543439020442,Off
2022-09-22 10:06:16,-110.234375,-167.7109375,-98.828125,-207.7076626467968,Off
2022-09-22 10:06:17,-110.234375,-167.5,-98.875,-207.65625,Off
2022-09-22 10:06:19,-110.3203125,-167.6171875,-98.7890625,-206.7454737538997,Off
2022-09-22 10:06:21,-110.296875,-167.453125,-98.921875,-207.04514007617755,Off
2022-09-22 10:06:22,-110.265625,-167.5390625,-98.8046875,-207.36232857303938,Off
2022-09-22 10:06:24,-110.3203125,-167.5859375,-98.84375,-206.76456531746246,Off
2022-09-22 10:06:26,-110.3671875,-167.6171875,-98.953125,-206.30021483810492,Off
2022-09-22 10:06:27,-110.3203125,-167.6171875,-98.953125,-206.82457663425947,Off
2022-09-22 10:06:29,-110.3515625,-167.796875,-98.9375,-206.46592238323728,Off
2022-09-22 10:06:31,-110.265625,-167.5234375,-98.921875,-207.39506809722914,Off
2022-09-22 10:06:32,-110.2890625,-167.6796875,-98.9375,-207.0956322260214,Off
2022-09-22 10:06:34,-110.2890625,-167.46875,-98.859375,-207.109375,Off
2022-09-22 10:06:36,-110.3203125,-167.46875,-98.828125,-206.7783749269578,Off
2022-09-22 10:06:38,-110.296875,-167.6796875,-98.859375,-207.04496776491303,Off
2022-09-22 10:06:39,-110.265625,-167.65625,-98.921875,-207.3623570387393,Off
2022-09-22 10:06:41,-110.265625,-167.5703125,-98.875,-207.34375,Off
2022-09-22 10:06:43,-110.2890625,-167.5390625,-98.84375,-207.095594711935,Off
2022-09-22 10:06:44,-110.265625,-167.5390625,-98.890625,-207.35747779326533,Off
2022-09-22 10:06:46,-110.296875,-167.5234375,-98.828125,-207.0127671759883,Off
2022-09-22 10:06:48,-110.234375,-167.453125,-98.7890625,-207.69337862207098,Off
2022-09-22 10:06:49,-110.2890625,-167.5,-98.8046875,-207.0768512210561,Off
2022-09-22 10:06:51,-110.1875,-167.5234375,-98.984375,-208.18454203189364,Off
2022-09-22 10:06:53,-110.296875,-167.5234375,-98.921875,-206.9671538736945,Off
2022-09-22 10:06:55,-110.234375,-167.640625,-98.875,-207.69331366485818,Off
2022-09-22 10:06:56,-110.2890625,-167.453125,-98.875,-207.07713533895947,Off
2022-09-22 10:06:58,-110.203125,-167.5859375,-98.859375,-208.01934712519142,Off
2022-09-22 10:07:00,-110.234375,-167.5234375,-98.859375,-207.63795259201646,Off
2022-09-22 10:07:01,-110.21875,-167.3984375,-98.859375,-207.8218103419863,Off
2022-09-22 10:07:03,-110.2890625,-167.4296875,-98.828125,-207.06809707975145,Off
2022-09-22 10:07:05,-110.2890625,-167.5390625,-98.7265625,-207.109375,Off
2022-09-22 10:07:06,-110.296875,-167.5234375,-98.828125,-207.0266380703477,Off
2022-09-22 10:07:08,-110.3203125,-167.5234375,-98.921875,-206.78299521802373,Off
2022-09-22 10:07:10,-110.21875,-167.5703125,-98.875,-207.8727341528031,Off
2022-09-22 10:07:11,-110.234375,-167.3984375,-98.9375,-207.64708582925635,Off
2022-09-22 10:07:13,-110.2890625,-167.5234375,-98.7578125,-207.07741976763998,Off
2022-09-22 10:07:15,-110.1328125,-167.4296875,-98.875,-208.76315522832314,Off
2022-09-22 10:07:17,-110.296875,-167.3359375,-98.90625,-206.9340425280571,Off
2022-09-22 10:07:18,-110.1484375,-167.46875,-98.7890625,-208.6028923162881,Off
2022-09-22 10:07:20,-110.21875,-167.3984375,-98.84375,-207.77020419266483,Off
2022-09-22 10:07:22,-110.234375,-167.4296875,-98.859375,-207.64704924019605,Off
2022-09-22 10:07:23,-110.2890625,-167.46875,-98.875,-207.0773827481235,Off
2022-09-22 10:07:25,-110.21875,-167.453125,-98.7890625,-207.854079435414,Off
