0,0,0,0,0,0,0,0
2022-10-20 09:09:37,19.6640625,19.603643002717405,19.71700671487602,19.4125,0.0,False,0.0,False
2022-10-20 09:09:38,19.609375,19.61124320652175,19.8100464876033,19.44375,-335.1744125951056,Off,0.0,Off
2022-10-20 09:09:40,19.609375,19.603643002717405,19.83542097107437,19.4828125,-335.1744125951056,Off,-165.5949424299809,Off
2022-10-20 09:09:42,19.671875,19.603643002717405,19.784672004132233,19.4828125,-73.61742086544442,Off,-58.92254472840988,Off
2022-10-20 09:09:44,19.609375,19.64924422554347,19.83542097107437,19.4203125,-73.71157438008196,Off,-59.097584365786474,Off
2022-10-20 09:09:46,19.671875,19.67204483695653,19.767755681818187,19.44375,-73.71157438008196,Off,-59.097584365786474,Off
2022-10-20 09:09:48,19.671875,19.694845448369563,19.83542097107437,19.44375,-73.696276788913,Off,-59.02053198026503,Off
2022-10-20 09:09:50,19.5859375,19.603643002717405,19.83542097107437,19.521875,-73.696276788913,Off,-59.02053198026503,Off
2022-10-20 09:09:52,19.5859375,19.603643002717405,19.75083935950414,19.4359375,-73.55388567986233,Off,-58.920738937497255,Off
2022-10-20 09:09:54,19.640625,19.63404381793478,19.784672004132233,19.4359375,-73.55388567986233,Off,-58.920738937497255,Off
2022-10-20 09:09:56,19.6640625,19.603643002717405,19.83542097107437,19.50625,-73.62318523355509,Off,-59.08495564712314,Off
2022-10-20 09:09:58,19.671875,19.64924422554347,19.784672004132233,19.44375,-73.71156825682176,Off,-58.92217194384378,Off
2022-10-20 09:10:00,19.609375,19.64924422554347,19.75083935950414,19.5609375,-73.71156825682176,Off,-58.92217194384378,Off
2022-10-20 09:10:02,19.609375,19.67204483695653,19.8100464876033,19.4359375,-73.6692823921745,Off,-59.029203745401446,Off
2022-10-20 09:10:04,19.671875,19.61124320652175,19.83542097107437,19.396875,-73.6692823921745,Off,-59.029203745401446,Off
2022-10-20 09:10:06,19.71875,19.656844429347814,19.75083935950414,19.4125,-73.63389948273465,Off,-58.93970618934622,Off
2022-10-20 09:10:08,19.515625,19.64924422554347,19.784672004132233,19.50625,-73.6308723542036,Off,-59.05025581233724,Off
2022-10-20 09:10:10,19.5625,19.67204483695653,19.793130165289256,19.3890625,-73.6866089796916,Off,-59.01564042650547,Off
2022-10-20 09:10:12,19.6484375,19.656844429347814,19.83542097107437,19.396875,-73.6866089796916,Off,-59.01564042650547,Off
2022-10-20 09:10:14,19.578125,19.565641983695656,19.860795454545467,19.459375,-73.52655002591791,Off,-59.08249320277553,Off
2022-10-20 09:10:16,19.6640625,19.603643002717405,19.83542097107437,19.459375,-73.52655002591791,Off,-59.08249320277553,Off
2022-10-20 09:10:18,19.625,19.64924422554347,19.784672004132233,19.4828125,-73.70618948156229,Off,-58.9410776534024,Off
2022-10-20 09:10:20,19.6484375,19.67204483695653,19.8100464876033,19.459375,-73.68660817777136,Off,-59.04848376017718,Off
2022-10-20 09:10:22,19.640625,19.71004585597825,19.8100464876033,19.44375,-73.68660817777136,Off,-59.04848376017718,Off
2022-10-20 09:10:24,19.6484375,19.626443614130437,19.8100464876033,19.521875,-73.59798583383935,Off,-59.00987469720718,Off
2022-10-20 09:10:26,19.6015625,19.64924422554347,19.83542097107437,19.4203125,-73.67691490862883,Off,-59.05901264648725,Off
2022-10-20 09:10:28,19.671875,19.565641983695656,19.886169938016536,19.459375,-73.48068590407398,Off,-59.11865822732081,Off
2022-10-20 09:10:30,19.6640625,19.63404381793478,19.793130165289256,19.4203125,-73.48068590407398,Off,-59.11865822732081,Off
2022-10-20 09:10:32,19.5390625,19.63404381793478,19.903086260330582,19.475,-73.68789995674513,Off,-59.06179824551297,Off
2022-10-20 09:10:34,19.515625,19.71004585597825,19.83542097107437,19.475,-73.68789995674513,Off,-59.06179824551297,Off
2022-10-20 09:10:36,19.6015625,19.61124320652175,19.8100464876033,19.38125,-73.60901770070834,Off,-58.93903739930476,Off
2022-10-20 09:10:38,19.5859375,19.656844429347814,19.818504648760324,19.475,-73.71488256780842,Off,-59.026290815739756,Off
2022-10-20 09:10:40,19.640625,19.656844429347814,19.8100464876033,19.4125,-73.71488256780842,Off,-59.026290815739756,Off
2022-10-20 09:10:42,19.6640625,19.717646059782595,19.8100464876033,19.475,-73.71754894560034,Off,-59.00340850320389,Off
2022-10-20 09:10:44,19.6015625,19.656844429347814,19.793130165289256,19.4984375,-73.5544532968759,Off,-58.97743037134574,Off
2022-10-20 09:10:46,19.609375,19.63404381793478,19.860795454545467,19.4359375,-73.5544532968759,Off,-58.97743037134574,Off
2022-10-20 09:10:48,19.5859375,19.58844259510869,19.843879132231393,19.396875,-73.56450852171142,Off,-59.062881509267655,Off
2022-10-20 09:10:50,19.5859375,19.5732421875,19.818504648760324,19.4828125,-73.5873366333843,Off,-58.97489866946756,Off
2022-10-20 09:10:52,19.609375,19.67204483695653,19.767755681818187,19.4828125,-73.5873366333843,Off,-58.97489866946756,Off
2022-10-20 09:10:54,19.640625,19.740446671195656,19.793130165289256,19.4828125,-73.80775884065469,Off,-58.983479076773726,Off
2022-10-20 09:10:56,19.6484375,19.694845448369563,19.767755681818187,19.44375,-73.59233893477108,Off,-58.953633788682325,Off
2022-10-20 09:10:58,19.6484375,19.67204483695653,19.843879132231393,19.4984375,-73.59233893477108,Off,-58.953633788682325,Off
2022-10-20 09:11:00,19.5859375,19.67204483695653,19.8100464876033,19.459375,-73.63449422551842,Off,-59.042185094725376,Off
2022-10-20 09:11:02,19.609375,19.71004585597825,19.843879132231393,19.475,-73.72566924497525,Off,-59.0755395573593,Off
2022-10-20 09:11:04,19.640625,19.67204483695653,19.818504648760324,19.4828125,-73.59440646257659,Off,-58.97502749615266,Off
2022-10-20 09:11:06,19.609375,19.64924422554347,19.75083935950414,19.4828125,-73.60776641063211,Off,-58.88241011187089,Off
2022-10-20 09:11:08,19.625,19.67204483695653,19.843879132231393,19.4203125,-73.60776641063211,Off,-58.88241011187089,Off
2022-10-20 09:11:10,19.609375,19.63404381793478,19.860795454545467,19.521875,-73.6243218211036,Off,-59.1153306475624,Off
2022-10-20 09:11:12,19.6640625,19.71004585597825,19.818504648760324,19.44375,-73.78309294700604,Off,-58.94931452216965,Off
2022-10-20 09:11:14,19.5625,19.694845448369563,19.92846074380165,19.4984375,-73.63835165904071,Off,-59.22698651096346,Off
2022-10-20 09:11:16,19.671875,19.67204483695653,19.843879132231393,19.4984375,-73.61738106965855,Off,-58.89597961899151,Off
2022-10-20 09:11:18,19.5859375,19.61124320652175,19.818504648760324,19.4203125,-73.61738106965855,Off,-58.89597961899151,Off
2022-10-20 09:11:20,19.5859375,19.63404381793478,19.86925361570249,19.459375,-73.60703544564873,Off,-59.054051189200166,Off
2022-10-20 09:11:22,19.6953125,19.63404381793478,19.860795454545467,19.396875,-73.60703544564873,Off,-59.054051189200166,Off
2022-10-20 09:11:24,19.640625,19.67204483695653,19.818504648760324,19.521875,-73.68081387110215,Off,-58.97483225842545,Off
2022-10-20 09:11:26,19.578125,19.656844429347814,19.886169938016536,19.44375,-73.68081387110215,Off,-58.97483225842545,Off
2022-10-20 09:11:28,19.625,19.61124320652175,19.818504648760324,19.4203125,-73.57991336146476,Off,-59.01342712489313,Off
2022-10-20 09:11:30,19.5625,19.63404381793478,19.784672004132233,19.459375,-73.67036255331644,Off,-58.948159934583444,Off
2022-10-20 09:11:32,19.640625,19.67204483695653,19.818504648760324,19.4125,-73.7097335213296,Off,-59.06490432391797,Off
2022-10-20 09:11:34,19.609375,19.603643002717405,19.86925361570249,19.4828125,-73.7097335213296,Off,-59.06490432391797,Off
2022-10-20 09:11:36,19.625,19.717646059782595,19.843879132231393,19.475,-73.70587378802679,Off,-59.0434526682079,Off
2022-10-20 09:11:38,19.6640625,19.61124320652175,19.860795454545467,19.459375,-73.70587378802679,Off,-59.0434526682079,Off
2022-10-20 09:11:40,19.609375,19.64924422554347,19.818504648760324,19.4203125,-73.59052584216427,Off,-58.994206839966,Off
2022-10-20 09:11:42,19.5625,19.61124320652175,19.860795454545467,19.4828125,-73.59052584216427,Off,-58.994206839966,Off
2022-10-20 09:11:44,19.5546875,19.64924422554347,19.793130165289256,19.4125,-73.64233774714204,Off,-58.98344277520399,Off
2022-10-20 09:11:46,19.609375,19.656844429347814,19.818504648760324,19.4984375,-73.6570981863376,Off,-59.05204990918864,Off
2022-10-20 09:11:48,19.75,19.61124320652175,19.793130165289256,19.44375,-73.55705345219197,Off,-58.96419565941778,Off
2022-10-20 09:11:50,19.6484375,19.694845448369563,19.818504648760324,19.44375,-73.55705345219197,Off,-58.96419565941778,Off
2022-10-20 09:11:52,19.5625,19.626443614130437,19.83542097107437,19.521875,-73.64432445917261,Off,-59.05270282277888,Off
2022-10-20 09:11:54,19.625,19.61124320652175,19.843879132231393,19.475,-73.60326529746102,Off,-59.036944905743525,Off
2022-10-20 09:11:56,19.609375,19.63404381793478,19.75083935950414,19.4203125,-73.60326529746102,Off,-59.036944905743525,Off
2022-10-20 09:11:58,19.640625,19.656844429347814,19.843879132231393,19.4125,-73.68025113742654,Off,-59.02408440795098,Off
2022-10-20 09:12:00,19.5859375,19.67204483695653,19.818504648760324,19.4359375,-73.67502111244879,Off,-58.974853897471796,Off
2022-10-20 09:12:02,19.625,19.64924422554347,19.860795454545467,19.44375,-73.60762962949536,Off,-59.095566693079356,Off
2022-10-20 09:12:04,19.6015625,19.64924422554347,19.793130165289256,19.4203125,-73.64233774714204,Off,-58.90007584946499,Off
2022-10-20 09:12:06,19.640625,19.63404381793478,19.860795454545467,19.44375,-73.61281170573561,Off,-59.13420609257163,Off
2022-10-20 09:12:08,19.5859375,19.603643002717405,19.75083935950414,19.4203125,-73.61281170573561,Off,-59.13420609257163,Off
2022-10-20 09:12:10,19.640625,19.64924422554347,19.860795454545467,19.475,-73.65394661885028,Off,-59.03118926332289,Off
2022-10-20 09:12:12,19.5625,19.64924422554347,19.818504648760324,19.459375,-73.64233774714204,Off,-58.94952447392837,Off
2022-10-20 09:12:14,19.6875,19.679645040760875,19.8100464876033,19.38125,-73.70117499607677,Off,-58.99705735252367,Off
2022-10-20 09:12:16,19.6015625,19.67204483695653,19.793130165289256,19.4125,-73.70117499607677,Off,-58.99705735252367,Off
2022-10-20 09:12:18,19.609375,19.63404381793478,19.911544421487605,19.459375,-73.60115357233006,Off,-59.12996074694539,Off
2022-10-20 09:12:20,19.6015625,19.67204483695653,19.8100464876033,19.3890625,-73.70965113189855,Off,-58.855663247723875,Off
2022-10-20 09:12:22,19.609375,19.679645040760875,19.818504648760324,19.396875,-73.66665601033871,Off,-59.026280869662784,Off
2022-10-20 09:12:24,19.6015625,19.626443614130437,19.818504648760324,19.4359375,-73.5520956418191,Off,-59.01342712489313,Off
2022-10-20 09:12:26,19.640625,19.63404381793478,19.793130165289256,19.365625,-73.5520956418191,Off,-59.01342712489313,Off
2022-10-20 09:12:28,19.6015625,19.603643002717405,19.818504648760324,19.459375,-73.60579926147216,Off,-59.01342712489313,Off
2022-10-20 09:12:30,19.5390625,19.73284646739131,19.843879132231393,19.56875,-73.60579926147216,Off,-59.01342712489313,Off
2022-10-20 09:12:32,19.6484375,19.64924422554347,19.8100464876033,19.44375,-73.67703431031342,Off,-59.00343914417276,Off
2022-10-20 09:12:34,19.6484375,19.626443614130437,19.818504648760324,19.4828125,-73.59818530598574,Off,-59.02625358109694,Off
