Rt,t,temp_hex,temp_ch,temp_chamber,MV,Heater On
2022-09-15 14:32:16,0,19.5078125,158.734375,39.1875,0.0,False
2022-09-15 14:32:17,1,19.53125,166.3203125,38.765625,78.22586712736525,On
2022-09-15 14:32:19,2,19.53125,166.4296875,38.9375,84.6875,On
2022-09-15 14:32:20,3,19.5078125,166.3203125,39.3828125,84.93507034667518,On
2022-09-15 14:32:22,4,19.53125,166.328125,39.0078125,84.67445054817415,On
2022-09-15 14:32:24,5,19.4765625,166.40625,38.9140625,85.26516414224206,On
