Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-10-03 15:08:53,18.96875,19.0546875,11.1796875,11.3203125,0.0,False
2022-10-03 15:08:54,19.0703125,19.0546875,11.1875,11.296875,0.0,Off
2022-10-03 15:08:58,19.0078125,19.0390625,11.1875,11.3203125,12442.34375,On
2022-10-03 15:09:02,19.03125,19.0546875,11.0859375,11.3359375,12403.28125,On
2022-10-03 15:09:06,19.015625,19.125,11.0859375,11.3515625,12227.5,On
2022-10-03 15:09:10,19.09375,19.09375,11.1875,11.25,12305.625,On
2022-10-03 15:09:14,18.9921875,19.1171875,11.1796875,11.3125,12247.03125,On
2022-10-03 15:09:18,18.9921875,19.1796875,11.234375,11.3515625,12090.78125,On
2022-10-03 15:09:21,19.078125,19.1875,11.1875,11.3984375,12071.25,On
2022-10-03 15:09:25,19.1015625,19.1640625,11.1875,11.375,12129.84375,On
2022-10-03 15:09:29,19.1640625,19.1171875,11.1171875,11.3203125,12247.03125,On
2022-10-03 15:09:33,19.140625,19.2109375,11.140625,11.3125,12012.65625,On
2022-10-03 15:09:37,19.1796875,19.1015625,11.2109375,11.2890625,12286.09375,On
2022-10-03 15:09:41,19.1875,19.203125,11.1875,11.296875,12032.1875,On
2022-10-03 15:09:44,19.234375,19.2265625,11.140625,11.4453125,11973.59375,On
2022-10-03 15:09:48,19.2734375,19.1484375,11.1484375,11.3828125,12168.90625,On
2022-10-03 15:09:52,19.2265625,19.1875,11.140625,11.375,12071.25,On
2022-10-03 15:09:56,19.34375,19.1875,11.1484375,11.3984375,12071.25,On
2022-10-03 15:10:00,19.28125,19.125,11.1640625,11.3984375,12227.5,On
2022-10-03 15:10:04,19.40625,19.2109375,11.1171875,11.359375,12012.65625,On
2022-10-03 15:10:07,19.3359375,19.2265625,11.1796875,11.3515625,11973.59375,On
