Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-10-03 15:27:26,26.0,22.4296875,19.34375,11.3203125,0.0,False
2022-10-03 15:27:27,25.953125,22.46875,19.359375,11.3359375,0.0,Off
2022-10-03 15:27:31,26.0390625,22.515625,19.4296875,11.2734375,3730.0838842988014,On
2022-10-03 15:27:35,26.015625,22.5,19.5546875,11.3984375,3780.464318573475,On
2022-10-03 15:27:39,25.953125,22.5,19.453125,11.2578125,3790.0,On
2022-10-03 15:27:43,26.0625,22.5390625,19.46875,11.4296875,3692.34375,On
2022-10-03 15:27:47,26.0,22.5859375,19.515625,11.3203125,3575.15625,On
2022-10-03 15:27:50,26.109375,22.6484375,19.5546875,11.359375,3418.90625,On
2022-10-03 15:27:54,26.0546875,22.625,19.5546875,11.296875,3477.5,On
2022-10-03 15:27:58,26.1015625,22.625,19.5625,11.375,3477.5,On
2022-10-03 15:28:02,26.203125,22.5859375,19.5625,11.375,3575.15625,On
2022-10-03 15:28:06,26.078125,22.5390625,19.671875,11.3828125,3692.34375,On
2022-10-03 15:28:10,26.2421875,22.578125,19.625,11.375,3594.6875,On
2022-10-03 15:28:13,26.2421875,22.671875,19.640625,11.3125,3360.3125,On
2022-10-03 15:28:17,26.171875,22.609375,19.609375,11.375,3516.5625,On
2022-10-03 15:28:21,26.2265625,22.625,19.5859375,11.3359375,3477.5,On
2022-10-03 15:28:25,26.2265625,22.5625,19.671875,11.3515625,3633.75,On
2022-10-03 15:28:29,26.2578125,22.5625,19.6640625,11.3359375,3633.75,On
