Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV1,Heater17 On,MV2,Heater18 On
2022-10-14 15:30:54,-166.4453125,-108.6796875,-165.3359375,-22.7890625,0.0,False,0.0,False
2022-10-14 15:30:55,-166.4921875,-108.75,-165.3828125,-22.7890625,-88.64750143508627,Off,88.3943843185706,On
2022-10-14 15:30:57,-166.46875,-108.609375,-165.3828125,-22.75,-88.64750143508627,Off,88.3943843185706,On
2022-10-14 15:30:59,-166.5625,-108.625,-165.359375,-22.84375,-19.862352719357613,Off,19.322743176001183,On
2022-10-14 15:31:01,-166.34375,-108.703125,-165.3828125,-22.765625,-19.616146417363016,Off,19.38589537873695,On
2022-10-14 15:31:03,-166.46875,-108.75,-165.4296875,-22.734375,-19.616146417363016,Off,19.38589537873695,On
2022-10-14 15:31:05,-166.65625,-108.5546875,-165.359375,-22.7890625,-19.91034820708461,Off,19.32264603179473,On
2022-10-14 15:31:07,-166.46875,-108.75,-165.4609375,-22.765625,-19.421234593082993,Off,19.535824931567966,On
2022-10-14 15:31:09,-166.5625,-108.71875,-165.484375,-22.734375,-19.421234593082993,Off,19.535824931567966,On
2022-10-14 15:31:11,-166.65625,-108.71875,-165.4296875,-22.8046875,-19.751570969179145,Off,19.34633291292473,On
2022-10-14 15:31:13,-166.5390625,-108.8046875,-165.3125,-22.7890625,-19.560945157415013,Off,19.142622627369015,On
2022-10-14 15:31:15,-166.5390625,-108.703125,-165.359375,-22.7890625,-19.560945157415013,Off,19.142622627369015,On
2022-10-14 15:31:17,-166.515625,-108.6640625,-165.484375,-22.8046875,-19.857761088696048,Off,19.523885678572796,On
2022-10-14 15:31:19,-166.5859375,-108.71875,-165.4609375,-22.8125,-19.857761088696048,Off,19.523885678572796,On
2022-10-14 15:31:21,-166.5859375,-108.828125,-165.5546875,-22.7890625,-19.55672251381538,Off,19.4762466874279,On
2022-10-14 15:31:23,-166.5625,-108.703125,-165.484375,-22.7734375,-19.923544066936177,Off,19.28666677447898,On
2022-10-14 15:31:25,-166.609375,-108.6640625,-165.484375,-22.75,-19.923544066936177,Off,19.28666677447898,On
2022-10-14 15:31:27,-166.46875,-108.6640625,-165.3828125,-22.6953125,-19.780495974020454,Off,19.273094221973356,On
2022-10-14 15:31:29,-166.609375,-108.75,-165.484375,-22.7890625,-19.58391107291638,Off,19.547609733218966,On
2022-10-14 15:31:31,-166.5859375,-108.734375,-165.3828125,-22.7890625,-19.58391107291638,Off,19.547609733218966,On
2022-10-14 15:31:33,-166.515625,-108.71875,-165.4296875,-22.828125,-19.751595819744267,Off,19.32844665647139,On
2022-10-14 15:31:35,-166.5625,-108.71875,-165.359375,-22.765625,-19.72778017241379,Off,19.234049559986417,On
2022-10-14 15:31:37,-166.390625,-108.7734375,-165.3828125,-22.734375,-19.621648583734594,Off,19.386077783277596,On
2022-10-14 15:31:39,-166.5390625,-108.6796875,-165.359375,-22.7734375,-19.886614534647848,Off,19.304986194972262,On
2022-10-14 15:31:41,-166.65625,-108.8046875,-165.4609375,-22.7890625,-19.886614534647848,Off,19.304986194972262,On
2022-10-14 15:31:43,-166.515625,-108.859375,-165.40625,-22.859375,-19.531551339024034,Off,19.39606291445689,On
2022-10-14 15:31:45,-166.6328125,-108.7734375,-165.484375,-22.859375,-19.531551339024034,Off,19.39606291445689,On
2022-10-14 15:31:47,-166.734375,-108.75,-165.4296875,-22.765625,-19.79780614027831,Off,19.38794196892555,On
2022-10-14 15:31:49,-166.6875,-108.7734375,-165.40625,-22.734375,-19.79780614027831,Off,19.38794196892555,On
2022-10-14 15:31:51,-166.5390625,-108.71875,-165.5078125,-22.734375,-19.751574246964626,Off,19.46242164070796,On
2022-10-14 15:31:53,-166.46875,-108.859375,-165.578125,-22.765625,-19.751574246964626,Off,19.46242164070796,On
2022-10-14 15:31:55,-166.6328125,-108.703125,-165.53125,-22.8046875,-19.746253187558167,Off,19.430645980318786,On
2022-10-14 15:31:57,-166.609375,-108.7734375,-165.3828125,-22.7890625,-19.598249750210826,Off,19.12547281212186,On
2022-10-14 15:31:59,-166.4921875,-108.703125,-165.484375,-22.7890625,-19.598249750210826,Off,19.12547281212186,On
2022-10-14 15:32:01,-166.4921875,-108.84375,-165.40625,-22.7734375,-19.62187041495583,Off,19.378083395251632,On
2022-10-14 15:32:03,-166.46875,-108.75,-165.4609375,-22.7265625,-19.856278204585664,Off,19.465861527268945,On
2022-10-14 15:32:05,-166.7109375,-108.8046875,-165.4609375,-22.828125,-19.856278204585664,Off,19.465861527268945,On
2022-10-14 15:32:07,-166.5625,-108.625,-165.4296875,-22.7890625,-19.862596787861534,Off,19.34626341014071,On
2022-10-14 15:32:09,-166.6875,-108.71875,-165.3828125,-22.828125,-19.862596787861534,Off,19.34626341014071,On
2022-10-14 15:32:11,-166.5625,-108.828125,-165.4609375,-22.765625,-19.526297007001407,Off,19.407179060655025,On
2022-10-14 15:32:13,-166.515625,-108.8046875,-165.359375,-22.7734375,-19.72716889571087,Off,19.186835178770362,On
2022-10-14 15:32:15,-166.5625,-108.7734375,-165.5078125,-22.8671875,-19.75226970526529,Off,19.62836345359557,On
2022-10-14 15:32:17,-166.5859375,-108.84375,-165.4296875,-22.8125,-19.56925554868314,Off,19.252319104837973,On
2022-10-14 15:32:19,-166.7578125,-108.828125,-165.6953125,-22.7890625,-19.56925554868314,Off,19.252319104837973,On
