Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV1,Heater17 On,MV2,Heater18 On
2022-10-25 11:31:32,-161.7109375,-139.60542629076087,-105.29093491735537,-6.165625,0.0,False,0.0,False
2022-10-25 11:31:33,-161.6640625,-139.56742527173913,-105.27466425619835,-6.1578125,66.11216097302425,On,0.539601790032687,On
2022-10-25 11:31:35,-161.6171875,-139.60542629076087,-105.38855888429752,-6.1265625,14.881550762523027,On,0.35517322113216854,On
2022-10-25 11:31:37,-161.6171875,-139.69662873641303,-105.3072055785124,-6.1578125,14.881550762523027,On,0.35517322113216854,On
2022-10-25 11:31:39,-161.59375,-139.52182404891303,-105.27466425619835,-6.196875,14.725147182274249,On,0.06381125354309033,On
2022-10-25 11:31:41,-161.5703125,-139.5902258831522,-105.29093491735537,-6.11875,14.921425269452739,On,0.19054804525547636,On
2022-10-25 11:31:43,-161.546875,-139.47622282608697,-105.40482954545455,-6.11875,14.921425269452739,On,0.19054804525547636,On
2022-10-25 11:31:45,-161.640625,-139.00501019021738,-105.29093491735537,-6.275,14.126239150504215,On,0.18269257631474584,On
2022-10-25 11:31:47,-161.5234375,-138.66300101902175,-105.40482954545455,-6.1421875,14.126239150504215,On,0.18269257631474584,On
2022-10-25 11:31:49,-161.6171875,-138.3209918478261,-105.25025826446281,-6.0875,13.764530399438375,On,0.14920806528469954,On
2022-10-25 11:31:51,-161.40625,-137.68257472826087,-105.25025826446281,-6.103125,13.764530399438375,On,0.14920806528469954,On
2022-10-25 11:31:53,-161.5234375,-137.12775985054347,-105.21771694214875,-6.11875,12.87515152464301,On,0.15430829410841784,On
2022-10-25 11:31:55,-161.59375,-136.3677394701087,-105.23398760330579,-5.9859375,12.87515152464301,On,0.15430829410841784,On
2022-10-25 11:31:57,-161.4296875,-135.7825237771739,-105.25025826446281,-6.0484375,12.191058151546406,On,0.23204470960921988,On
2022-10-25 11:31:59,-161.3359375,-134.74889605978262,-105.25025826446281,-6.0484375,11.219567961628488,On,0.21448615983933544,On
2022-10-25 11:32:01,-161.40625,-134.01927649456522,-105.27466425619835,-6.040625,11.367104905535355,On,0.2698453391220579,On
2022-10-25 11:32:03,-161.453125,-133.14525305706522,-105.1770402892562,-5.915625,10.783542374038221,On,0.04860123895224733,On
2022-10-25 11:32:05,-161.359375,-132.26362941576087,-105.27466425619835,-5.9625,10.399066754906338,On,0.39432362279757066,On
2022-10-25 11:32:07,-161.4296875,-131.25280230978262,-105.29093491735537,-5.9625,10.399066754906338,On,0.39432362279757066,On
2022-10-25 11:32:09,-161.5234375,-130.27237601902175,-105.12009297520662,-5.93125,9.388860799002298,On,0.0702204952172303,On
2022-10-25 11:32:11,-161.4296875,-129.33755095108697,-105.27466425619835,-5.9078125,9.388860799002298,On,0.0702204952172303,On
2022-10-25 11:32:13,-161.3125,-128.34952445652175,-105.27466425619835,-5.915625,8.62963121561694,On,0.38654866231702567,On
2022-10-25 11:32:15,-161.359375,-127.32349694293478,-105.07941632231405,-5.8921875,8.11223738795119,On,-0.10663770622135227,Off
2022-10-25 11:32:17,-161.3359375,-126.44187330163044,-105.27466425619835,-5.93125,7.9555616148197705,On,0.575611502890652,On
2022-10-25 11:32:19,-161.3125,-125.23344089673913,-105.16076962809917,-5.8453125,7.9555616148197705,On,0.575611502890652,On
2022-10-25 11:32:21,-161.3828125,-124.39741847826087,-105.1770402892562,-5.853125,6.8837084844568,On,0.1740470908210219,On
2022-10-25 11:32:23,-161.3359375,-123.39419157608695,-105.10382231404958,-5.8140625,6.8837084844568,On,0.1740470908210219,On
2022-10-25 11:32:25,-161.171875,-122.29976222826087,-105.21771694214875,-5.7515625,5.950632677284433,On,0.3089525173205324,On
2022-10-25 11:32:27,-161.0546875,-121.61574388586956,-105.07941632231405,-5.728125,6.240478898655695,On,0.014269099330735002,On
2022-10-25 11:32:29,-161.2421875,-120.54411514945653,-105.16076962809917,-5.6734375,6.240478898655695,On,0.014269099330735002,On
2022-10-25 11:32:31,-161.1015625,-119.6168902853261,-105.13636363636364,-5.6734375,4.907967150331478,On,0.29722426285236525,On
2022-10-25 11:32:33,-161.125,-118.78846807065217,-104.89230371900827,-5.61875,4.820730132792589,On,-0.2229608966712663,Off
2022-10-25 11:32:35,-161.171875,-117.89164402173913,-105.12009297520662,-5.6734375,4.820730132792589,On,-0.2229608966712663,Off
2022-10-25 11:32:37,-161.1953125,-117.10882302989131,-105.06314566115702,-5.65,4.094444494544086,On,0.35396079345603926,On
2022-10-25 11:32:39,-160.9609375,-116.44000509510869,-104.98992768595042,-5.6109375,4.094444494544086,On,0.35396079345603926,On
2022-10-25 11:32:41,-161.171875,-115.5963824728261,-105.10382231404958,-5.61875,3.5900476548656197,On,0.2777114381641789,On
2022-10-25 11:32:43,-161.125,-114.91236413043478,-105.00619834710744,-5.5796875,3.4114491750029368,On,0.05732820865746094,On
2022-10-25 11:32:45,-161.1484375,-114.25874660326087,-105.046875,-5.55625,3.4114491750029368,On,0.05732820865746094,On
2022-10-25 11:32:47,-160.9609375,-113.54432744565217,-104.86789772727273,-5.478125,2.837541472132313,On,0.035001454083791475,On
2022-10-25 11:32:49,-161.03125,-112.83750849184783,-104.89230371900827,-5.5328125,2.837541472132313,On,0.035001454083791475,On
2022-10-25 11:32:51,-161.1015625,-112.29789402173913,-104.86789772727273,-5.5953125,2.405383425717766,On,0.13256502228460607,On
2022-10-25 11:32:53,-160.9140625,-111.62907608695653,-104.7784090909091,-5.4234375,2.057930681436987,On,-0.04738701440570815,Off
2022-10-25 11:32:55,-160.8671875,-111.14266304347825,-104.86789772727273,-5.478125,2.1301407215064074,On,0.2583378733206245,On
2022-10-25 11:32:57,-160.890625,-110.58784816576087,-104.7784090909091,-5.5328125,2.1301407215064074,On,0.2583378733206245,On
2022-10-25 11:32:59,-160.796875,-110.07863451086956,-104.81908574380165,-5.3609375,1.6124332608994711,On,0.0541513523019658,On
2022-10-25 11:33:01,-161.0078125,-109.63782269021739,-104.79467975206612,-5.4234375,1.6124332608994711,On,0.0541513523019658,On
2022-10-25 11:33:03,-160.8203125,-109.12100883152175,-104.73773243801654,-5.3453125,1.292316784116477,On,-0.019917632325107106,Off
2022-10-25 11:33:05,-160.796875,-108.58899456521739,-104.69705578512396,-5.4234375,1.292316784116477,On,-0.019917632325107106,Off
2022-10-25 11:33:07,-160.890625,-108.18618376358695,-104.6482438016529,-5.3609375,0.9174444807507659,On,-0.08406164047526553,Off
2022-10-25 11:33:09,-160.703125,-107.75297214673913,-104.66451446280992,-5.4,0.9174444807507659,On,-0.08406164047526553,Off
2022-10-25 11:33:11,-160.703125,-107.37296195652175,-104.66451446280992,-5.4,0.6663241902055279,On,-0.016224569775891616,Off
2022-10-25 11:33:13,-160.890625,-106.91694972826087,-104.60756714876032,-5.3453125,0.6663241902055279,On,-0.016224569775891616,Off
2022-10-25 11:33:15,-160.7734375,-106.43053668478261,-104.56689049586777,-5.259375,0.1729969472551136,On,-0.16904201714571257,Off
2022-10-25 11:33:17,-160.8671875,-106.08852751358695,-104.50994318181819,-5.2984375,0.22793118364030907,On,-0.21928281640388078,Off
2022-10-25 11:33:19,-160.8671875,-105.52611243206522,-104.53434917355372,-5.24375,-0.34225742800892045,Off,-0.09916113472217192,Off
2022-10-25 11:33:21,-160.7734375,-105.34370754076087,-104.45299586776859,-5.2203125,-0.34225742800892045,Off,-0.09916113472217192,Off
2022-10-25 11:33:23,-160.7265625,-105.14610224184783,-104.47740185950413,-5.2984375,0.06149047713315714,On,-0.23372676199337633,Off
2022-10-25 11:33:25,-160.7734375,-105.03969938858695,-104.37977789256199,-5.30625,0.1443764431549323,On,-0.39790175639611003,Off
2022-10-25 11:33:27,-160.5859375,-104.72049082880434,-104.41231921487604,-5.228125,0.1443764431549323,On,-0.39790175639611003,Off
2022-10-25 11:33:29,-160.75,-104.69769021739131,-104.49367252066116,-5.24375,-0.11480894501468536,Off,-0.144284267772755,Off
2022-10-25 11:33:31,-160.7265625,-104.73569123641305,-104.2577479338843,-5.1890625,-0.11480894501468536,Off,-0.144284267772755,Off
2022-10-25 11:33:33,-160.65625,-104.64448879076087,-104.30655991735537,-5.1890625,0.06167603656241468,On,-0.49220356221504913,Off
