Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV1,Heater17 On,MV2,Heater18 On
2022-10-03 16:33:01,27.4609375,26.109375,15.6015625,11.4609375,0.0,False
2022-10-03 16:33:02,27.53125,25.9765625,15.65625,11.5546875,0.0,Off
2022-10-03 16:33:07,27.53125,25.8984375,15.859375,11.4609375,-4769.995541900396,On
2022-10-03 16:33:10,27.4375,25.9921875,15.6875,11.5234375,-5019.626893300563,On
2022-10-03 16:33:14,27.3984375,26.0625,15.6640625,11.5234375,-5196.25,On
2022-10-03 16:33:18,27.46875,26.1484375,15.75,11.53125,-5411.09375,On
2022-10-03 16:33:22,27.4453125,26.0546875,15.7109375,11.5078125,-5176.71875,On
2022-10-03 16:33:26,27.4375,25.921875,15.7890625,11.484375,-4844.6875,On
2022-10-03 16:33:30,27.34375,26.015625,15.796875,11.5859375,-5079.0625,On
2022-10-03 16:33:33,27.3984375,26.015625,15.7734375,11.46875,-5079.0625,On
2022-10-03 16:33:37,27.46875,26.0546875,15.8203125,11.484375,-5176.71875,On
2022-10-03 16:33:41,27.34375,26.15625,15.7109375,11.5078125,-5430.625,On
2022-10-03 16:33:45,27.3671875,26.0625,15.8515625,11.421875,-5196.25,On
2022-10-03 16:33:49,27.34375,25.90625,15.8828125,11.5546875,-4805.625,On
2022-10-03 16:33:53,27.375,25.859375,15.875,11.609375,-4688.4375,On
2022-10-03 16:33:56,27.21875,25.96875,15.7890625,11.5859375,-4961.875,On
2022-10-03 16:34:00,27.2578125,26.015625,15.75,11.5859375,-5079.0625,On
2022-10-03 16:34:04,27.2421875,25.953125,15.7109375,11.46875,-4922.8125,On
2022-10-03 16:34:08,27.265625,26.1015625,15.703125,11.609375,-5293.90625,On
