Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-10-03 15:43:36,26.1953125,24.640625,13.6953125,11.4296875,0.0,False
2022-10-03 15:43:38,26.3359375,24.578125,13.6796875,11.4296875,0.0,Off
2022-10-03 15:43:42,26.203125,24.6171875,13.703125,11.4140625,-1550.6284008212388,Off
2022-10-03 15:43:46,26.1953125,24.6953125,13.7265625,11.375,-1751.2551813088357,Off
2022-10-03 15:43:50,26.1796875,24.7109375,13.6328125,11.375,-1795.77719912678,Off
2022-10-03 15:43:53,26.15625,24.6640625,13.703125,11.421875,-1683.6092266142368,Off
2022-10-03 15:43:57,26.15625,24.671875,13.7265625,11.421875,-1708.2741583362222,Off
2022-10-03 15:44:01,26.1015625,24.7734375,13.7890625,11.4453125,-1968.11742163077,Off
2022-10-03 15:44:05,26.1328125,24.7421875,13.6796875,11.4296875,-1895.46875,Off
2022-10-03 15:44:09,26.015625,24.640625,13.7421875,11.4296875,-1641.5625,Off
2022-10-03 15:44:13,26.0234375,24.5390625,13.9609375,11.4453125,-1387.65625,Off
2022-10-03 15:44:16,26.078125,24.484375,13.9140625,11.484375,-1250.9375,Off
2022-10-03 15:44:20,26.0390625,24.5625,13.921875,11.4453125,-1446.25,Off
2022-10-03 15:44:24,26.0,24.578125,13.9375,11.4140625,-1485.3125,Off
2022-10-03 15:44:28,26.0859375,24.6953125,13.9140625,11.421875,-1778.28125,Off
2022-10-03 15:44:32,26.015625,24.671875,13.75,11.3984375,-1719.6875,Off
2022-10-03 15:44:36,26.0390625,24.7421875,13.8515625,11.4296875,-1895.46875,Off
2022-10-03 15:44:39,26.015625,24.6640625,13.953125,11.4453125,-1700.15625,Off
2022-10-03 15:44:43,26.0234375,24.640625,13.890625,11.4921875,-1641.5625,Off
2022-10-03 15:44:47,25.96875,24.578125,13.75,11.46875,-1485.3125,Off
2022-10-03 15:44:51,25.90625,24.6171875,13.6796875,11.4140625,-1582.96875,Off
2022-10-03 15:44:55,25.9296875,24.578125,13.890625,11.421875,-1485.3125,Off
