Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-10-03 15:39:56,27.5234375,24.578125,13.5703125,11.421875,0.0,False
2022-10-03 15:39:58,27.578125,24.5390625,13.5703125,11.421875,0.0,Off
2022-10-03 15:40:02,27.578125,24.4453125,13.4609375,11.4921875,-1118.819537770003,Off
2022-10-03 15:40:06,27.5703125,24.4375,13.46875,11.3828125,-1102.641858767718,Off
2022-10-03 15:40:09,27.4453125,24.40625,13.5234375,11.421875,-1027.607640068978,Off
2022-10-03 15:40:13,27.4453125,24.46875,13.5078125,11.3984375,-1187.4529351703823,Off
2022-10-03 15:40:17,27.421875,24.484375,13.484375,11.421875,-1230.2416633702815,Off
2022-10-03 15:40:21,27.4140625,24.4921875,13.4921875,11.4296875,-1253.5507911890745,Off
2022-10-03 15:40:25,27.3515625,24.6484375,13.4375,11.421875,-1649.1559240333736,Off
2022-10-03 15:40:29,27.34375,24.640625,13.59375,11.3984375,-1634.5085021592677,Off
2022-10-03 15:40:32,27.3203125,25.640625,13.46875,11.4296875,-4141.5625,Off
2022-10-03 15:40:36,27.234375,26.4609375,13.5234375,11.46875,-6192.34375,Off
2022-10-03 15:40:40,27.2421875,26.109375,13.546875,11.421875,-5313.4375,Off
2022-10-03 15:40:44,27.1953125,25.6328125,13.5703125,11.3828125,-4122.03125,Off
2022-10-03 15:40:48,27.1640625,25.203125,13.640625,11.4921875,-3047.8125,Off
2022-10-03 15:40:52,27.2109375,25.0234375,13.7421875,11.4453125,-2598.59375,Off
2022-10-03 15:40:55,27.125,24.875,13.5703125,11.421875,-2227.5,Off
2022-10-03 15:40:59,27.1484375,24.8203125,13.5546875,11.4296875,-2090.78125,Off
2022-10-03 15:41:03,27.0390625,24.9765625,13.6171875,11.46875,-2481.40625,Off
2022-10-03 15:41:07,27.078125,24.8984375,13.6953125,11.4296875,-2286.09375,Off
2022-10-03 15:41:11,27.0546875,24.9140625,13.7421875,11.4453125,-2325.15625,Off
2022-10-03 15:41:15,27.1171875,24.8203125,13.609375,11.4140625,-2090.78125,Off
2022-10-03 15:41:18,27.0546875,24.7421875,13.59375,11.4453125,-1895.46875,Off
2022-10-03 15:41:22,27.0703125,24.734375,13.6796875,11.421875,-1875.9375,Off
2022-10-03 15:41:26,26.984375,24.6484375,13.6796875,11.4453125,-1661.09375,Off
2022-10-03 15:41:30,26.9453125,24.7109375,13.6328125,11.46875,-1817.34375,Off
