Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-09-30 15:13:19,20.671875,20.9609375,12.09375,12.1015625,0.0,False
2022-09-30 15:13:21,20.5703125,20.875,12.21875,12.09375,0.0,Off
2022-09-30 15:13:26,20.703125,20.8828125,12.046875,12.203125,7832.96875,On
2022-09-30 15:13:30,20.6796875,20.921875,12.1171875,12.15625,7735.3125,On
2022-09-30 15:13:34,20.6171875,20.8828125,12.09375,12.1015625,7832.96875,On
2022-09-30 15:13:38,20.640625,20.8515625,12.1328125,12.09375,7911.09375,On
2022-09-30 15:13:42,20.7734375,20.8984375,12.078125,12.0703125,7793.90625,On
2022-09-30 15:13:45,20.5859375,20.859375,12.1015625,12.1796875,7891.5625,On
2022-09-30 15:13:49,20.5859375,20.8828125,12.046875,12.09375,7832.96875,On
2022-09-30 15:13:53,20.53125,20.859375,12.0703125,12.140625,7891.5625,On
2022-09-30 15:13:57,20.75,20.921875,0.0,0.0,7735.3125,On
2022-09-30 15:14:00,20.6796875,20.875,0.0,0.0,7852.5,On
2022-09-30 15:14:04,20.59375,20.9921875,19.9921875,19.9609375,7559.53125,On
2022-09-30 15:14:08,20.6171875,20.8125,19.921875,19.9453125,8008.75,On
2022-09-30 15:14:11,20.6171875,20.921875,19.8828125,19.984375,7735.3125,On
2022-09-30 15:14:15,20.6171875,20.8828125,19.9921875,19.984375,7832.96875,On
2022-09-30 15:14:19,20.640625,20.9375,19.875,20.0078125,7696.25,On
2022-09-30 15:14:23,20.671875,20.9609375,19.984375,19.9453125,7637.65625,On
2022-09-30 15:14:27,20.609375,20.8828125,20.0078125,19.96875,7832.96875,On
2022-09-30 15:14:30,20.53125,20.8515625,19.9140625,19.9921875,7911.09375,On
2022-09-30 15:14:34,20.59375,20.8828125,19.9375,20.0546875,7832.96875,On
2022-09-30 15:14:38,20.6796875,20.9375,20.0078125,20.046875,7696.25,On
2022-09-30 15:14:42,20.6171875,20.9453125,19.9921875,20.03125,7676.71875,On
2022-09-30 15:14:46,20.65625,20.8984375,19.9921875,19.9453125,7793.90625,On
2022-09-30 15:14:49,20.5859375,20.875,19.9921875,20.046875,7852.5,On
2022-09-30 15:14:53,20.640625,20.8203125,19.9921875,19.984375,7989.21875,On
2022-09-30 15:14:57,20.65625,20.8359375,19.9375,20.0234375,7950.15625,On
2022-09-30 15:15:01,20.640625,20.8828125,19.96875,19.96875,7832.96875,On
2022-09-30 15:15:05,20.65625,20.7890625,19.9375,19.9609375,8067.34375,On
2022-09-30 15:15:08,20.609375,20.90625,19.8984375,19.9921875,7774.375,On
2022-09-30 15:15:12,20.53125,20.8359375,19.9609375,19.9140625,7950.15625,On
2022-09-30 15:15:16,20.6171875,20.9609375,19.8984375,19.984375,7637.65625,On
2022-09-30 15:15:20,20.6328125,20.96875,19.8828125,20.0078125,7618.125,On
2022-09-30 15:15:24,20.640625,20.8984375,19.984375,20.0546875,7793.90625,On
2022-09-30 15:15:27,20.5703125,20.921875,19.9375,20.0546875,7735.3125,On
2022-09-30 15:15:31,20.71875,20.8515625,19.921875,19.984375,7911.09375,On
2022-09-30 15:15:35,20.671875,20.859375,19.96875,19.9609375,7891.5625,On
2022-09-30 15:15:39,20.71875,20.9609375,19.9921875,20.03125,7637.65625,On
2022-09-30 15:15:43,20.7265625,20.921875,20.03125,20.0703125,7735.3125,On
2022-09-30 15:15:46,20.7265625,20.8828125,20.078125,20.109375,7832.96875,On
2022-09-30 15:15:50,20.703125,20.921875,20.046875,20.03125,7735.3125,On
2022-09-30 15:15:54,20.59375,20.8359375,19.9609375,20.0078125,7950.15625,On
2022-09-30 15:15:58,20.640625,20.8359375,19.984375,20.0078125,7950.15625,On
2022-09-30 15:16:02,20.6328125,20.7890625,19.96875,20.0078125,8067.34375,On
2022-09-30 15:16:05,20.6328125,20.8125,20.109375,20.09375,8008.75,On
2022-09-30 15:16:09,20.5546875,20.765625,20.046875,20.0703125,8125.9375,On
2022-09-30 15:16:13,20.53125,20.7890625,20.0234375,20.0703125,8067.34375,On
2022-09-30 15:16:17,20.5078125,20.90625,20.0234375,19.96875,7774.375,On
2022-09-30 15:16:21,20.5859375,20.75,20.0703125,20.0234375,8165.0,On
2022-09-30 15:16:25,20.5546875,20.7890625,20.1171875,20.0234375,8067.34375,On
2022-09-30 15:16:28,20.65625,20.75,20.0546875,20.078125,8165.0,On
2022-09-30 15:16:32,20.6171875,20.8515625,20.03125,20.0234375,7911.09375,On
2022-09-30 15:16:36,20.6328125,20.765625,19.96875,20.0078125,8125.9375,On
2022-09-30 15:16:40,20.640625,20.75,19.984375,20.0234375,8165.0,On
2022-09-30 15:16:44,20.546875,20.8125,20.0234375,20.0234375,8008.75,On
2022-09-30 15:16:47,20.5078125,20.7265625,19.9921875,19.984375,8223.59375,On
2022-09-30 15:16:51,20.59375,20.8125,19.921875,19.9375,8008.75,On
2022-09-30 15:16:55,20.703125,20.859375,19.9140625,19.984375,7891.5625,On
2022-09-30 15:16:59,20.5859375,20.8125,19.96875,20.0234375,8008.75,On
2022-09-30 15:17:03,20.5,20.7890625,19.9453125,19.96875,8067.34375,On
2022-09-30 15:17:07,20.53125,20.796875,19.8984375,19.9140625,8047.8125,On
2022-09-30 15:17:10,20.59375,20.796875,19.9375,20.03125,8047.8125,On
2022-09-30 15:17:14,20.609375,20.8203125,20.0078125,20.0703125,7989.21875,On
2022-09-30 15:17:18,20.65625,20.7734375,19.9140625,19.96875,8106.40625,On
