Rt,temp_hex,temp_ch,temp_chamber,MV,Heater On
2022-09-16 08:31:58,19.8046875,11.296875,165.015625,0.0,False
2022-09-16 08:31:59,19.796875,11.3125,164.890625,2.4625334297443353,On
2022-09-16 08:32:01,19.8203125,11.296875,164.890625,2.4486480479476636,On
2022-09-16 08:32:03,19.71875,11.2890625,165.1328125,4.033850402338236,On
2022-09-16 08:32:05,19.8203125,11.3203125,164.859375,3.2245713798303592,On
2022-09-16 08:32:07,19.8046875,11.3359375,164.7734375,3.7962236734871895,On
2022-09-16 08:32:09,19.890625,11.3359375,164.7890625,3.075866490384361,On
2022-09-16 08:32:10,19.796875,0.0,164.8828125,4.446745542857032,On
2022-09-16 08:32:12,19.8359375,19.3359375,164.9453125,4.266471751605218,On
2022-09-16 08:32:14,19.8046875,19.25,164.6875,4.966129283729035,On
2022-09-16 08:32:15,19.859375,19.203125,164.96875,4.619770980201513,On
2022-09-16 08:32:17,19.796875,19.265625,164.84375,5.673115000988584,On
2022-09-16 08:32:19,19.8046875,19.25,164.90625,5.9081334265657715,On
2022-09-16 08:32:21,19.8359375,19.2421875,164.828125,5.87568857234205,On
2022-09-16 08:32:23,19.8359375,19.25,164.6328125,6.188502902165055,On
2022-09-16 08:32:24,19.8359375,19.25,164.8046875,6.480725187808275,On
2022-09-16 08:32:26,19.9921875,19.234375,164.6171875,4.845071908187207,On
2022-09-16 08:32:28,19.8671875,19.2734375,164.5625,6.488757518677205,On
2022-09-16 08:32:30,19.9296875,19.3125,164.6796875,5.884766884206568,On
2022-09-16 08:32:32,19.90625,19.3046875,164.5859375,6.332717261259261,On
2022-09-16 08:32:33,19.9375,19.265625,164.7265625,6.100617966794932,On
2022-09-16 08:32:35,19.890625,19.25,164.4140625,6.806934294193466,On
2022-09-16 08:32:37,19.890625,19.265625,164.5390625,6.974647793918848,On
2022-09-16 08:32:39,19.9296875,19.203125,164.265625,6.686324301330704,On
2022-09-16 08:32:40,20.0234375,19.2890625,164.3359375,5.676528014698264,On
2022-09-16 08:32:42,19.9375,19.3046875,164.3125,6.747701914137551,On
2022-09-16 08:32:44,19.9375,19.3359375,164.421875,6.809438170865178,On
2022-09-16 08:32:46,19.9765625,19.3359375,164.375,6.4383439432559015,On
2022-09-16 08:32:47,19.9375,19.3125,164.2109375,6.983633263069089,On
2022-09-16 08:32:49,19.9765625,19.359375,164.4609375,6.590756153805323,On
2022-09-16 08:32:51,19.9609375,19.2734375,164.171875,6.846816041387266,On
2022-09-16 08:32:53,20.0390625,19.3046875,164.078125,5.943297608574947,On
2022-09-16 08:32:55,20.0,19.3515625,164.0390625,6.399877877836581,On
2022-09-16 08:32:56,20.125,19.328125,164.0,4.834274351870725,On
2022-09-16 08:32:58,19.9765625,19.3515625,164.0390625,6.513737267164002,On
2022-09-16 08:33:00,20.0625,19.328125,164.109375,5.410957483690637,On
2022-09-16 08:33:02,20.078125,19.3359375,164.015625,5.156337770737993,On
2022-09-16 08:33:03,20.1796875,19.359375,163.8125,3.7721026669007944,On
2022-09-16 08:33:05,20.078125,19.3515625,163.9453125,4.764122810713682,On
2022-09-16 08:33:07,20.0859375,19.3984375,163.8671875,4.471003064624213,On
2022-09-16 08:33:09,20.125,19.3828125,163.859375,3.841360919623163,On
2022-09-16 08:33:11,20.109375,19.3515625,164.015625,3.833303994153107,On
2022-09-16 08:33:12,20.171875,19.3828125,163.703125,2.8613052376124006,On
2022-09-16 08:33:14,20.1328125,19.4609375,163.8203125,3.072312975210385,On
2022-09-16 08:33:16,20.0859375,19.3515625,163.7578125,3.393972485610255,On
2022-09-16 08:33:18,20.1953125,19.3984375,163.7265625,1.8642150663944286,On
2022-09-16 08:33:19,20.1484375,19.3828125,163.7578125,2.1581549965788853,On
2022-09-16 08:33:21,20.203125,19.3984375,163.609375,1.1923178963468661,On
2022-09-16 08:33:23,20.1328125,19.4453125,163.6875,1.7309039489671127,On
2022-09-16 08:33:25,20.1015625,19.4140625,163.703125,1.8405883350177312,On
2022-09-16 08:33:27,20.125,19.375,163.5078125,1.3540739703741524,On
2022-09-16 08:33:28,20.2578125,19.4140625,163.578125,-0.49482176366913677,Off
2022-09-16 08:33:30,20.15625,19.4140625,163.6015625,0.3774532688882164,On
2022-09-16 08:33:32,20.125,19.3984375,163.609375,0.42956448457217344,On
2022-09-16 08:33:34,20.2578125,19.3984375,163.578125,-1.4510294461286277,Off
2022-09-16 08:33:35,20.265625,19.546875,163.4765625,-1.928556293443438,Off
2022-09-16 08:33:37,20.203125,19.3984375,163.234375,-1.6257285616964694,Off
2022-09-16 08:33:39,20.1953125,19.4375,163.40625,-1.9258051470743813,Off
2022-09-16 08:33:41,20.2421875,19.421875,163.4921875,-2.8577843843727178,Off
2022-09-16 08:33:43,20.234375,19.4609375,163.1796875,-3.1643704941708886,Off
2022-09-16 08:33:44,20.21875,19.3828125,163.53125,-3.3936250426557955,Off
2022-09-16 08:33:46,20.171875,19.4375,163.265625,-3.211137229360434,Off
2022-09-16 08:33:48,20.2578125,19.4609375,163.21875,-4.604895974802355,Off
2022-09-16 08:33:50,20.171875,19.421875,163.34375,-3.953297913931653,Off
2022-09-16 08:33:51,20.2421875,19.4453125,163.421875,-5.176569091367712,Off
2022-09-16 08:33:53,20.3125,19.4453125,163.2421875,-6.432466908500265,Off
2022-09-16 08:33:55,20.2890625,19.3828125,163.328125,-6.661086200950524,Off
2022-09-16 08:33:57,20.3125,19.4453125,163.15625,-7.4729647309863525,Off
2022-09-16 08:33:59,20.34375,19.4453125,163.234375,-8.401473272654709,Off
2022-09-16 08:34:00,20.28125,19.46875,163.3046875,-8.220990523897816,Off
2022-09-16 08:34:02,20.3125,19.4375,163.21875,-9.145175492583082,Off
2022-09-16 08:34:04,20.265625,19.421875,163.2421875,-9.102986715242569,Off
2022-09-16 08:34:06,20.2578125,19.46875,163.140625,-9.504991581198558,Off
2022-09-16 08:34:07,20.328125,19.4453125,163.1328125,-10.833094518787856,Off
2022-09-16 08:34:09,20.3046875,19.4609375,163.296875,-11.087632457547274,Off
2022-09-16 08:34:11,20.3125,19.4609375,163.078125,-11.739047744660459,Off
2022-09-16 08:34:13,20.3515625,19.421875,163.1015625,-12.773436326525626,Off
2022-09-16 08:34:15,20.3515625,19.4609375,163.1875,-13.375012451782823,Off
2022-09-16 08:34:16,20.3046875,19.3984375,163.09375,-13.423568664459134,Off
2022-09-16 08:34:18,20.3984375,19.421875,163.0546875,-15.145839937049006,Off
2022-09-16 08:34:20,20.2890625,19.5078125,163.3671875,-14.452047345177277,Off
2022-09-16 08:34:22,20.3125,19.421875,163.1015625,-15.31467792356405,Off
2022-09-16 08:34:23,20.3046875,19.4609375,163.171875,-15.763177990193403,Off
2022-09-16 08:34:25,20.4140625,19.3828125,163.0625,-17.65678614231697,Off
2022-09-16 08:34:27,20.3515625,19.4453125,163.1484375,-17.5599909001528,Off
2022-09-16 08:34:29,20.3515625,19.4609375,163.0234375,-18.217588402330875,Off
2022-09-16 08:34:30,20.375,19.5234375,162.828125,-19.130229978688476,Off
2022-09-16 08:34:32,20.328125,19.4609375,163.03125,-19.201587116527804,Off
2022-09-16 08:34:34,20.34375,19.4140625,162.9140625,-20.00350207887887,Off
2022-09-16 08:34:36,20.3125,19.421875,163.0234375,-20.219853159659586,Off
2022-09-16 08:34:38,20.3515625,19.5078125,163.0625,-21.277351697729475,Off
2022-09-16 08:34:39,20.390625,19.46875,162.7890625,-22.35944748535565,Off
2022-09-16 08:34:41,20.3125,19.4375,162.734375,-22.06977283921774,Off
2022-09-16 08:34:43,20.3671875,19.5234375,162.8671875,-23.34205099444243,Off
2022-09-16 08:34:45,20.375,19.5234375,162.796875,-23.754381322686662,Off
2022-09-16 08:34:46,20.3125,19.484375,162.8984375,-23.08979057399998,Off
2022-09-16 08:34:48,20.3515625,19.546875,162.890625,-23.53750074353361,Off
