Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-10-03 15:49:18,24.953125,24.4609375,14.171875,11.484375,0.0,False
2022-10-03 15:49:19,25.0234375,24.4609375,14.0859375,11.46875,0.0,Off
2022-10-03 15:49:23,24.9765625,24.46875,14.0859375,11.46875,-36211.875,Off
2022-10-03 15:49:27,24.9609375,24.359375,14.046875,11.53125,-35938.4375,Off
2022-10-03 15:49:31,25.0234375,24.3515625,14.0,11.4609375,-35918.90625,Off
2022-10-03 15:49:35,25.0234375,24.359375,14.0234375,11.4921875,-35938.4375,Off
2022-10-03 15:49:39,25.0,24.28125,14.0078125,11.46875,-35743.125,Off
2022-10-03 15:49:42,24.9609375,24.15625,14.0859375,11.5546875,-35430.625,Off
2022-10-03 15:49:46,25.0,24.3046875,13.9765625,11.5078125,-35801.71875,Off
2022-10-03 15:49:50,25.0078125,24.28125,14.0,11.5078125,-35743.125,Off
2022-10-03 15:49:54,24.921875,24.3046875,14.03125,11.5234375,-35801.71875,Off
2022-10-03 15:49:58,24.953125,24.359375,14.03125,11.46875,-35938.4375,Off
2022-10-03 15:50:02,24.921875,24.328125,14.0625,11.484375,-35860.3125,Off
2022-10-03 15:50:05,24.8671875,24.359375,14.0859375,11.4609375,-35938.4375,Off
2022-10-03 15:50:09,24.8203125,24.28125,14.0859375,11.4296875,-35743.125,Off
2022-10-03 15:50:13,24.796875,24.1796875,14.109375,11.421875,-35489.21875,Off
2022-10-03 15:50:17,24.7734375,24.171875,14.1484375,11.53125,-35469.6875,Off
2022-10-03 15:50:21,24.796875,24.28125,14.1484375,11.5078125,-35743.125,Off
2022-10-03 15:50:25,24.734375,24.2265625,14.109375,11.421875,-35606.40625,Off
2022-10-03 15:50:28,24.6953125,24.359375,14.1484375,11.4921875,-35938.4375,Off
2022-10-03 15:50:32,24.7421875,24.265625,14.1953125,11.4296875,-35704.0625,Off
2022-10-03 15:50:36,24.7734375,24.2421875,14.234375,11.4453125,-35645.46875,Off
2022-10-03 15:50:40,24.7578125,24.203125,14.234375,11.5078125,-35547.8125,Off
2022-10-03 15:50:44,24.7421875,24.1484375,14.0703125,11.46875,-35411.09375,Off
2022-10-03 15:50:48,24.7421875,24.0625,14.21875,11.3984375,-35196.25,Off
2022-10-03 15:50:52,24.7734375,24.1015625,14.1328125,11.421875,-35293.90625,Off
2022-10-03 15:50:55,24.828125,24.203125,14.2109375,11.4609375,-35547.8125,Off
2022-10-03 15:50:59,24.7734375,24.1953125,14.125,11.4921875,-35528.28125,Off
2022-10-03 15:51:03,24.7421875,24.171875,14.15625,11.4921875,-35469.6875,Off
2022-10-03 15:51:07,24.7109375,24.2578125,14.15625,11.46875,-35684.53125,Off
2022-10-03 15:51:11,24.71875,24.1953125,14.171875,11.53125,-35528.28125,Off
2022-10-03 15:51:15,24.7578125,24.2265625,14.0625,11.4609375,-35606.40625,Off
2022-10-03 15:51:18,24.640625,24.3046875,14.0703125,11.5234375,-35801.71875,Off
2022-10-03 15:51:22,24.6875,24.1328125,14.09375,11.4140625,-35372.03125,Off
2022-10-03 15:51:26,24.625,24.15625,14.15625,11.4609375,-35430.625,Off
2022-10-03 15:51:30,24.625,24.1015625,14.0859375,11.4609375,-35293.90625,Off
2022-10-03 15:51:34,24.5625,24.125,14.0859375,11.421875,-35352.5,Off
2022-10-03 15:51:37,24.6171875,24.2578125,13.9609375,11.421875,-35684.53125,Off
2022-10-03 15:51:41,24.640625,24.171875,13.9609375,11.3203125,-35469.6875,Off
2022-10-03 15:51:45,24.6015625,24.125,14.09375,11.484375,-35352.5,Off
2022-10-03 15:51:49,24.6171875,24.1796875,14.125,11.484375,-35489.21875,Off
2022-10-03 15:51:53,24.4609375,24.2578125,14.109375,11.4140625,-35684.53125,Off
2022-10-03 15:51:57,24.6015625,24.1953125,14.0078125,11.4609375,-35528.28125,Off
2022-10-03 15:52:00,24.5078125,24.125,13.9765625,11.3828125,-35352.5,Off
