Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-09-30 13:24:56,21.9375,23.015625,12.0078125,11.96875,0.0,False
2022-09-30 13:24:57,21.96875,23.0703125,11.9296875,11.90625,0.0,Off
2022-09-30 13:25:02,21.8671875,23.015625,11.96875,11.9296875,-39.26127787679434,Off
2022-09-30 13:25:06,21.875,23.015625,12.046875,11.8828125,-39.38032603263855,Off
2022-09-30 13:25:09,21.984375,23.0703125,12.0078125,11.96875,-176.6346035376191,Off
2022-09-30 13:25:13,21.84375,23.0078125,11.9609375,11.984375,-20.445485409349203,Off
2022-09-30 13:25:17,21.9375,23.046875,11.9921875,11.984375,-118.46051215752959,Off
2022-09-30 13:25:21,21.9609375,23.0078125,11.96875,11.984375,-20.86421325802803,Off
2022-09-30 13:25:25,22.0546875,22.9609375,11.9609375,11.9609375,96.62139970809221,On
2022-09-30 13:25:29,21.984375,22.984375,11.9453125,12.03125,38.147117249667645,On
2022-09-30 13:25:32,22.0078125,22.9375,12.03125,11.9921875,155.81431733816862,On
2022-09-30 13:25:36,22.0078125,23.015625,12.015625,11.9609375,-39.61802114546299,Off
2022-09-30 13:25:40,22.0078125,23.0078125,11.96875,12.0703125,-20.146496936678886,Off
2022-09-30 13:25:44,22.0703125,23.0703125,11.9296875,11.96875,-176.94530721008778,Off
2022-09-30 13:25:48,22.0703125,23.03125,11.90625,12.0078125,-79.52626311779022,Off
2022-09-30 13:25:52,22.046875,23.0078125,11.984375,12.0546875,-20.99242953956127,Off
2022-09-30 13:25:55,22.078125,23.015625,11.9921875,12.0546875,-40.64207901805639,Off
2022-09-30 13:25:59,21.9921875,23.046875,11.9921875,12.046875,-119.12845493853092,Off
2022-09-30 13:26:03,22.046875,23.046875,12.015625,11.9921875,-119.48751027882099,Off
2022-09-30 13:26:07,21.9921875,23.0703125,12.0078125,12.015625,-178.61421068385243,Off
2022-09-30 13:26:11,21.96875,23.015625,11.9609375,12.1015625,-42.01528548076749,Off
2022-09-30 13:26:14,22.0546875,23.1015625,12.015625,11.9609375,-257.6284812837839,Off
2022-09-30 13:26:18,22.078125,23.046875,11.984375,12.015625,-121.2684590369463,Off
2022-09-30 13:26:22,22.1328125,23.015625,12.0078125,11.9921875,-43.262060925364494,Off
2022-09-30 13:26:26,22.046875,23.078125,12.015625,12.015625,-200.11091870069504,Off
2022-09-30 13:26:30,21.9921875,23.015625,11.96875,12.0078125,-43.979588471353054,Off
2022-09-30 13:26:34,22.046875,22.953125,11.9296875,12.0078125,112.62989456951618,On
2022-09-30 13:26:37,22.0546875,22.9140625,11.984375,11.96875,210.94112058728933,On
2022-09-30 13:26:41,22.046875,23.0078125,11.9609375,12.0078125,-23.494627747684717,Off
2022-09-30 13:26:45,21.984375,22.9921875,11.96875,12.0078125,15.628381885588169,On
2022-09-30 13:26:49,22.0234375,23.0703125,11.9921875,11.9609375,-180.22386034205556,Off
2022-09-30 13:26:53,22.0703125,23.0078125,11.9296875,11.9921875,-24.03302777186036,Off
2022-09-30 13:26:57,22.078125,22.9921875,11.9609375,11.90625,15.089768774807453,On
2022-09-30 13:27:00,22.046875,23.015625,11.984375,12.0078125,-43.622844852507114,Off
2022-09-30 13:27:04,22.0703125,23.046875,12.0546875,12.03125,-122.11095980554819,Off
2022-09-30 13:27:08,22.0078125,23.0546875,11.9296875,12.0078125,-142.0585431829095,Off
2022-09-30 13:27:12,22.046875,23.015625,11.90625,11.984375,-44.52256549149752,Off
2022-09-30 13:27:16,21.9921875,22.9921875,11.984375,12.015625,14.130383111536503,On
2022-09-30 13:27:20,21.984375,23.0546875,11.9609375,11.9921875,-142.53599717840552,Off
2022-09-30 13:27:23,22.046875,23.09375,11.984375,11.9921875,-240.9057710133493,Off
2022-09-30 13:27:27,21.9609375,23.078125,11.96875,12.046875,-202.43474481627345,Off
2022-09-30 13:27:31,21.9453125,23.125,11.96875,12.03125,-320.5683260373771,Off
2022-09-30 13:27:35,21.9375,23.0703125,12.046875,11.9921875,-184.38692975789309,Off
2022-09-30 13:27:39,22.0078125,23.1171875,12.0078125,12.0703125,-302.46519081294537,Off
2022-09-30 13:27:42,22.046875,23.125,11.9609375,11.96875,-322.9508983939886,Off
2022-09-30 13:27:46,22.046875,23.1171875,12.015625,12.046875,-304.3227302879095,Off
2022-09-30 13:27:50,22.046875,23.046875,11.96875,11.9921875,-128.89964117854834,Off
2022-09-30 13:27:54,22.0546875,23.015625,11.984375,12.078125,-50.89556819200516,Off
2022-09-30 13:27:58,22.0546875,23.1015625,11.9609375,12.03125,-266.5435888841748,Off
2022-09-30 13:28:02,22.078125,23.0546875,11.984375,12.03125,-149.77326940000057,Off
2022-09-30 13:28:06,22.0234375,23.046875,11.9921875,12.0703125,-130.60014358907938,Off
2022-09-30 13:28:09,22.0078125,23.1015625,11.9921875,11.984375,-268.0940505005419,Off
2022-09-30 13:28:13,22.0703125,23.03125,11.96875,12.046875,-92.55347264185548,Off
2022-09-30 13:28:17,22.03125,23.0546875,11.96875,11.9609375,-151.56459148600698,Off
2022-09-30 13:28:21,22.046875,23.09375,11.96875,12.046875,-249.93867764249444,Off
2022-09-30 13:28:25,22.0546875,23.078125,11.96875,12.0703125,-211.46562492474914,Off
2022-09-30 13:28:28,21.96875,23.03125,11.9921875,12.078125,-94.51812049373984,Off
