Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-10-03 15:59:58,23.6796875,23.609375,14.1796875,11.4921875,0.0,False
2022-10-03 15:59:59,23.6171875,23.5078125,14.1953125,11.46875,0.0,Off
2022-10-03 16:00:04,23.7265625,23.5078125,14.21875,11.3984375,1236.603832527995,On
2022-10-03 16:00:07,23.6640625,23.5234375,14.1796875,11.4453125,1201.189708981663,On
2022-10-03 16:00:11,23.6875,23.546875,14.1484375,11.484375,1146.0564683787525,On
2022-10-03 16:00:15,23.6875,23.4765625,14.2578125,11.3828125,1325.8579756207764,On
2022-10-03 16:00:19,23.6796875,23.5078125,14.28125,11.4609375,1251.5171831175685,On
2022-10-03 16:00:23,23.65625,23.53125,14.2421875,11.4453125,1196.502584002912,On
2022-10-03 16:00:27,23.6640625,23.453125,14.234375,11.46875,1396.0106664597988,On
2022-10-03 16:00:30,23.734375,23.578125,14.171875,11.46875,1086.7528025656939,On
2022-10-03 16:00:34,23.734375,23.6171875,14.125,11.46875,992.0086194351315,On
2022-10-03 16:00:38,23.734375,23.5546875,14.1328125,11.46875,1151.6758294031024,On
2022-10-03 16:00:42,23.7734375,23.546875,14.125,11.3984375,1172.8125,On
2022-10-03 16:00:46,23.8203125,23.53125,14.0859375,11.4609375,1211.875,On
2022-10-03 16:00:50,23.75,23.546875,14.1328125,11.4453125,1172.8125,On
2022-10-03 16:00:53,23.796875,23.6171875,14.15625,11.546875,997.03125,On
2022-10-03 16:00:57,23.796875,23.5546875,14.125,11.5546875,1153.28125,On
2022-10-03 16:01:01,23.8359375,23.5546875,14.0859375,11.421875,1153.28125,On
2022-10-03 16:01:05,23.8671875,23.5234375,14.1328125,11.421875,1231.40625,On
2022-10-03 16:01:09,23.90625,23.53125,14.1953125,11.484375,1211.875,On
2022-10-03 16:01:12,23.953125,23.4609375,14.1796875,11.4609375,1387.65625,On
2022-10-03 16:01:16,23.9765625,23.546875,14.2109375,11.53125,1172.8125,On
2022-10-03 16:01:20,23.9453125,23.5,14.2421875,11.484375,1290.0,On
2022-10-03 16:01:24,23.9765625,23.4375,14.2109375,11.484375,1446.25,On
2022-10-03 16:01:28,24.1328125,23.5,14.0859375,11.421875,1290.0,On
2022-10-03 16:01:32,24.0,23.5546875,14.1484375,11.5234375,1153.28125,On
2022-10-03 16:01:35,24.0234375,23.5546875,14.03125,11.5078125,1153.28125,On
2022-10-03 16:01:39,24.171875,23.5234375,14.1953125,11.484375,1231.40625,On
2022-10-03 16:01:43,24.109375,23.53125,14.2421875,11.5546875,1211.875,On
2022-10-03 16:01:47,24.1953125,23.4609375,14.125,11.4609375,1387.65625,On
2022-10-03 16:01:51,24.203125,23.5546875,14.125,11.4609375,1153.28125,On
2022-10-03 16:01:55,24.2265625,23.5,14.1328125,11.5078125,1290.0,On
2022-10-03 16:01:58,24.2578125,23.578125,14.1953125,11.5234375,1094.6875,On
2022-10-03 16:02:02,24.40625,23.5546875,14.1328125,11.5703125,1153.28125,On
2022-10-03 16:02:06,24.3515625,23.546875,14.2578125,11.484375,1172.8125,On
2022-10-03 16:02:10,24.4609375,23.59375,14.046875,11.4609375,1055.625,On
2022-10-03 16:02:14,24.40625,23.640625,14.125,11.5234375,938.4375,On
2022-10-03 16:02:18,24.46875,23.609375,14.0859375,11.484375,1016.5625,On
2022-10-03 16:02:22,24.5390625,23.5546875,14.09375,11.4296875,1153.28125,On
2022-10-03 16:02:25,24.375,23.640625,14.15625,11.4453125,938.4375,On
2022-10-03 16:02:29,24.4453125,23.609375,14.15625,11.46875,1016.5625,On
2022-10-03 16:02:33,24.6015625,23.578125,14.1328125,11.5078125,1094.6875,On
2022-10-03 16:02:37,24.5390625,23.640625,14.0859375,11.46875,938.4375,On
2022-10-03 16:02:41,24.640625,23.59375,14.125,11.3984375,1055.625,On
2022-10-03 16:02:45,24.6171875,23.5546875,14.1796875,11.5234375,1153.28125,On
2022-10-03 16:02:48,24.6640625,23.5234375,14.0625,11.4921875,1231.40625,On
2022-10-03 16:02:52,24.7109375,23.5546875,14.0078125,11.484375,1153.28125,On
2022-10-03 16:02:56,24.7421875,23.65625,14.171875,11.5078125,899.375,On
2022-10-03 16:03:00,24.78125,23.609375,14.15625,11.3828125,1016.5625,On
2022-10-03 16:03:04,24.7421875,23.6171875,14.1328125,11.4296875,997.03125,On
2022-10-03 16:03:08,24.875,23.546875,14.1328125,11.5078125,1172.8125,On
2022-10-03 16:03:11,24.875,23.5078125,14.1484375,11.4921875,1270.46875,On
2022-10-03 16:03:15,24.9140625,23.609375,14.109375,11.5234375,1016.5625,On
2022-10-03 16:03:19,24.9140625,23.578125,14.109375,11.53125,1094.6875,On
2022-10-03 16:03:23,24.953125,23.5546875,14.1484375,11.46875,1153.28125,On
2022-10-03 16:03:27,25.03125,23.6171875,14.15625,11.5078125,997.03125,On
2022-10-03 16:03:31,24.984375,23.6171875,14.2109375,11.53125,997.03125,On
2022-10-03 16:03:34,25.140625,23.6328125,14.265625,11.46875,957.96875,On
2022-10-03 16:03:38,25.03125,23.6328125,14.109375,11.4921875,957.96875,On
2022-10-03 16:03:42,25.03125,23.703125,14.125,11.4921875,782.1875,On
2022-10-03 16:03:46,25.1015625,23.6875,14.1953125,11.4140625,821.25,On
2022-10-03 16:03:50,25.15625,23.7734375,14.0703125,11.4609375,606.40625,On
2022-10-03 16:03:54,25.234375,23.6875,14.15625,11.46875,821.25,On
2022-10-03 16:03:57,25.25,23.578125,14.1484375,11.5078125,1094.6875,On
2022-10-03 16:04:01,25.234375,23.6171875,14.1484375,11.4921875,997.03125,On
2022-10-03 16:04:05,25.25,23.640625,14.234375,11.46875,938.4375,On
2022-10-03 16:04:09,25.359375,23.609375,14.125,11.4609375,1016.5625,On
2022-10-03 16:04:13,25.390625,23.578125,14.0859375,11.4609375,1094.6875,On
2022-10-03 16:04:17,25.40625,23.6640625,14.0625,11.5078125,879.84375,On
2022-10-03 16:04:21,25.4765625,23.65625,14.03125,11.5078125,899.375,On
2022-10-03 16:04:24,25.359375,23.703125,14.2109375,11.5234375,782.1875,On
2022-10-03 16:04:28,25.4296875,23.6171875,14.1796875,11.546875,997.03125,On
