0,0,0,0,0,0,0,0
2022-10-20 11:32:25,19.3984375,19.603643002717405,19.970751549586765,19.19375,0.0,False,0.0,False
2022-10-20 11:32:26,19.53125,19.565641983695656,19.945377066115697,19.271875,-248.35204129742223,Off,0.0,Off
2022-10-20 11:32:28,19.453125,19.64924422554347,19.936918904958674,19.3265625,-248.35204129742223,Off,-154.4844875034659,Off
2022-10-20 11:32:30,19.5625,19.542841372282595,19.911544421487605,19.3578125,-54.680280250657916,Off,-54.81400690368272,Off
2022-10-20 11:32:32,19.453125,19.63404381793478,19.936918904958674,19.38125,-54.87454403394016,Off,-54.90172003899868,Off
2022-10-20 11:32:34,19.46875,19.63404381793478,19.945377066115697,19.31875,-54.87454403394016,Off,-54.90172003899868,Off
2022-10-20 11:32:36,19.5078125,19.603643002717405,19.945377066115697,19.271875,-54.69997654854337,Off,-54.873170662329244,Off
2022-10-20 11:32:38,19.453125,19.67204483695653,19.970751549586765,19.3265625,-54.85483655698821,Off,-54.915551565081365,Off
2022-10-20 11:32:40,19.5625,19.679645040760875,19.970751549586765,19.38125,-54.85483655698821,Off,-54.915551565081365,Off
2022-10-20 11:32:42,19.5078125,19.626443614130437,19.911544421487605,19.2796875,-54.69777494234468,Off,-54.80707835327954,Off
2022-10-20 11:32:44,19.5625,19.603643002717405,19.886169938016536,19.31875,-54.68885299806213,Off,-54.80363867427727,Off
2022-10-20 11:32:46,19.5390625,19.542841372282595,19.970751549586765,19.3890625,-54.68885299806213,Off,-54.80363867427727,Off
2022-10-20 11:32:48,19.5859375,19.61124320652175,19.911544421487605,19.2171875,-54.732160152373375,Off,-54.8718104379336,Off
2022-10-20 11:32:50,19.46875,19.63404381793478,19.936918904958674,19.31875,-54.732160152373375,Off,-54.8718104379336,Off
2022-10-20 11:32:52,19.4921875,19.603643002717405,19.936918904958674,19.2484375,-54.71740618614816,Off,-54.88245565045367,Off
2022-10-20 11:32:54,19.5390625,19.626443614130437,19.936918904958674,19.271875,-54.767388311443945,Off,-54.863161112496435,Off
2022-10-20 11:32:56,19.4453125,19.565641983695656,19.92846074380165,19.2953125,-54.767388311443945,Off,-54.863161112496435,Off
2022-10-20 11:32:58,19.5078125,19.603643002717405,19.903086260330582,19.25625,-54.70580067409785,Off,-54.82315535107585,Off
2022-10-20 11:33:00,19.5390625,19.58844259510869,19.962293388429742,19.2796875,-54.693678067882466,Off,-54.963885370977245,Off
2022-10-20 11:33:02,19.5625,19.58844259510869,19.996126033057863,19.3421875,-54.716801062359444,Off,-54.939235219985186,Off
2022-10-20 11:33:04,19.5078125,19.679645040760875,20.055333161157023,19.3421875,-54.716801062359444,Off,-54.939235219985186,Off
2022-10-20 11:33:06,19.5390625,19.67204483695653,19.98766787190084,19.31875,-54.81580477851908,Off,-54.878011758926434,Off
2022-10-20 11:33:08,19.5546875,19.603643002717405,19.911544421487605,19.3578125,-54.619234734148854,Off,-54.736818240665116,Off
2022-10-20 11:33:10,19.4765625,19.656844429347814,19.886169938016536,19.271875,-54.82595214022459,Off,-54.80348922221085,Off
2022-10-20 11:33:12,19.3984375,19.5732421875,20.01304235537191,19.38125,-54.58361921092234,Off,-55.0875574048299,Off
2022-10-20 11:33:14,19.4296875,19.63404381793478,19.962293388429742,19.3421875,-54.58361921092234,Off,-55.0875574048299,Off
2022-10-20 11:33:16,19.5078125,19.565641983695656,19.886169938016536,19.2953125,-54.701418750411996,Off,-54.74492405653376,Off
2022-10-20 11:33:18,19.4765625,19.63404381793478,19.886169938016536,19.3265625,-54.839854449475304,Off,-54.84184654638074,Off
2022-10-20 11:33:20,19.5078125,19.64924422554347,19.970751549586765,19.25625,-54.76535790704678,Off,-55.00546426497366,Off
2022-10-20 11:33:22,19.46875,19.67204483695653,19.911544421487605,19.2796875,-54.76535790704678,Off,-55.00546426497366,Off
2022-10-20 11:33:24,19.53125,19.679645040760875,19.903086260330582,19.271875,-54.77832118839191,Off,-54.7972798770891,Off
2022-10-20 11:33:26,19.4765625,19.656844429347814,19.962293388429742,19.4203125,-54.71093595306046,Off,-54.96365007263486,Off
2022-10-20 11:33:28,19.515625,19.67204483695653,19.886169938016536,19.2796875,-54.77497090677356,Off,-54.726378593358426,Off
2022-10-20 11:33:30,19.453125,19.603643002717405,19.903086260330582,19.3265625,-54.61952576604313,Off,-54.874587213521444,Off
2022-10-20 11:33:32,19.5546875,19.565641983695656,20.01304235537191,19.303125,-54.61952576604313,Off,-54.874587213521444,Off
2022-10-20 11:33:34,19.46875,19.63404381793478,19.936918904958674,19.25625,-54.759197329177105,Off,-54.88902877007875,Off
2022-10-20 11:33:36,19.4453125,19.58844259510869,19.903086260330582,19.3890625,-54.64739920373401,Off,-54.797460437429166,Off
2022-10-20 11:33:38,19.4765625,19.603643002717405,20.038416838842977,19.31875,-54.74615534435226,Off,-55.11029491439356,Off
