Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV,Heater On
2022-10-03 15:30:22,26.6015625,23.078125,19.953125,11.3984375,0.0,False
2022-10-03 15:30:24,26.609375,23.09375,19.90625,11.4453125,0.0,Off
2022-10-03 15:30:28,26.6015625,23.1796875,19.9765625,11.4609375,2061.0557044297457,On
2022-10-03 15:30:32,26.625,23.125,20.0234375,11.4296875,2204.6516349464655,On
2022-10-03 15:30:36,26.5546875,23.234375,20.0,11.375,1937.094356417656,On
2022-10-03 15:30:40,26.515625,23.125,19.9296875,11.421875,2217.232403218746,On
2022-10-03 15:30:43,26.5859375,23.2265625,19.9609375,11.4296875,1969.2800979241729,On
2022-10-03 15:30:47,26.4921875,23.15625,20.015625,11.3984375,2149.375,On
2022-10-03 15:30:51,26.5390625,23.2265625,19.9765625,11.3203125,1973.59375,On
2022-10-03 15:30:55,26.5078125,23.28125,20.078125,11.359375,1836.875,On
2022-10-03 15:30:59,26.5390625,23.2734375,20.390625,11.3359375,1856.40625,On
2022-10-03 15:31:03,26.6640625,23.234375,20.3984375,11.421875,1954.0625,On
2022-10-03 15:31:06,26.6015625,23.2578125,20.4296875,11.4140625,1895.46875,On
2022-10-03 15:31:10,26.6015625,23.2578125,20.484375,11.375,1895.46875,On
2022-10-03 15:31:14,26.5625,23.296875,20.53125,11.3828125,1797.8125,On
2022-10-03 15:31:18,26.6484375,23.2734375,20.65625,11.3828125,1856.40625,On
2022-10-03 15:31:22,26.6484375,23.2734375,20.640625,11.4453125,1856.40625,On
2022-10-03 15:31:26,26.6328125,23.1875,20.921875,11.3828125,2071.25,On
2022-10-03 15:31:29,26.5859375,23.1796875,20.9375,11.3984375,2090.78125,On
2022-10-03 15:31:33,26.5859375,23.1796875,20.8828125,11.3125,2090.78125,On
2022-10-03 15:31:37,26.671875,23.25,20.609375,11.3515625,1915.0,On
2022-10-03 15:31:41,26.4921875,23.2109375,20.875,11.3828125,2012.65625,On
2022-10-03 15:31:45,26.5859375,23.328125,20.96875,11.3828125,1719.6875,On
2022-10-03 15:31:49,26.5625,23.34375,21.078125,11.375,1680.625,On
2022-10-03 15:31:52,26.6015625,23.3046875,21.0625,11.359375,1778.28125,On
2022-10-03 15:31:56,26.5546875,23.375,21.03125,11.3828125,1602.5,On
2022-10-03 15:32:00,26.6484375,23.3515625,20.9921875,11.296875,1661.09375,On
2022-10-03 15:32:04,26.6640625,23.3203125,21.1015625,11.4453125,1739.21875,On
2022-10-03 15:32:08,26.6875,23.296875,21.296875,11.421875,1797.8125,On
2022-10-03 15:32:12,26.7421875,23.453125,21.25,11.375,1407.1875,On
2022-10-03 15:32:15,26.734375,23.3984375,21.3125,11.3359375,1543.90625,On
2022-10-03 15:32:19,26.8125,23.4609375,21.2890625,11.421875,1387.65625,On
2022-10-03 15:32:23,26.78125,23.4140625,21.515625,11.2734375,1504.84375,On
2022-10-03 15:32:27,26.78125,23.453125,21.5859375,11.421875,1407.1875,On
2022-10-03 15:32:31,26.7578125,23.5234375,21.6953125,11.375,1231.40625,On
2022-10-03 15:32:35,26.84375,23.59375,21.734375,11.484375,1055.625,On
2022-10-03 15:32:39,26.78125,23.546875,21.7890625,11.3359375,1172.8125,On
2022-10-03 15:32:42,26.875,23.578125,21.828125,11.3359375,1094.6875,On
2022-10-03 15:32:46,26.84375,23.53125,21.8046875,11.4296875,1211.875,On
2022-10-03 15:32:50,26.8984375,23.5,21.890625,11.4140625,1290.0,On
2022-10-03 15:32:54,26.875,23.578125,21.9453125,11.4296875,1094.6875,On
2022-10-03 15:32:58,26.84375,23.65625,21.65625,11.3828125,899.375,On
2022-10-03 15:33:02,26.875,23.59375,21.8984375,11.3203125,1055.625,On
2022-10-03 15:33:05,26.9609375,23.6328125,22.109375,11.3984375,957.96875,On
2022-10-03 15:33:09,26.921875,23.640625,22.2578125,11.375,938.4375,On
2022-10-03 15:33:13,26.96875,23.5546875,22.09375,11.484375,1153.28125,On
2022-10-03 15:33:17,26.9921875,23.609375,22.2734375,11.4296875,1016.5625,On
2022-10-03 15:33:21,26.9921875,23.5078125,22.296875,11.375,1270.46875,On
2022-10-03 15:33:24,27.03125,23.5546875,22.203125,11.4296875,1153.28125,On
2022-10-03 15:33:28,27.0546875,23.5546875,22.2890625,11.3359375,1153.28125,On
2022-10-03 15:33:32,27.078125,23.578125,22.3671875,11.3828125,1094.6875,On
2022-10-03 15:33:36,27.078125,23.6328125,22.2890625,11.4140625,957.96875,On
2022-10-03 15:33:40,27.078125,23.578125,22.3359375,11.3359375,1094.6875,On
2022-10-03 15:33:44,27.0546875,23.7109375,22.2734375,11.3515625,762.65625,On
2022-10-03 15:33:47,27.09375,23.6875,22.421875,11.4296875,821.25,On
2022-10-03 15:33:51,27.125,23.734375,22.40625,11.375,704.0625,On
2022-10-03 15:33:55,27.125,23.765625,22.421875,11.421875,625.9375,On
2022-10-03 15:33:59,27.171875,23.6875,22.3359375,11.4296875,821.25,On
2022-10-03 15:34:03,27.234375,23.6796875,22.2734375,11.3984375,840.78125,On
2022-10-03 15:34:07,27.3046875,23.734375,22.2734375,11.375,704.0625,On
2022-10-03 15:34:10,27.28125,23.7265625,22.3984375,11.421875,723.59375,On
2022-10-03 15:34:14,27.2578125,23.8203125,22.5234375,11.3515625,489.21875,On
2022-10-03 15:34:18,27.2578125,23.7265625,22.5,11.375,723.59375,On
2022-10-03 15:34:22,27.2421875,23.75,22.34375,11.4609375,665.0,On
2022-10-03 15:34:26,27.2109375,23.7109375,20.90625,11.4453125,762.65625,On
2022-10-03 15:34:30,27.3046875,23.7265625,20.796875,11.375,723.59375,On
2022-10-03 15:34:33,27.3203125,23.7109375,22.2265625,11.4609375,762.65625,On
2022-10-03 15:34:37,27.3671875,23.765625,22.03125,11.4296875,625.9375,On
2022-10-03 15:34:41,27.21875,23.796875,20.2890625,11.5234375,547.8125,On
2022-10-03 15:34:45,27.3203125,23.765625,16.6640625,11.5234375,625.9375,On
2022-10-03 15:34:49,27.28125,23.8125,14.734375,11.5234375,508.75,On
2022-10-03 15:34:53,27.3046875,23.8203125,13.875,11.53125,489.21875,On
