Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV1,Heater17 On,MV2,Heater18 On
2022-10-07 15:01:49,-159.4296875,-100.6640625,-107.3671875,-9.375,0.0,False,0.0,False
2022-10-07 15:01:51,-159.3828125,-100.9921875,-107.3984375,-9.3828125,0.0,Off,0.0,Off
2022-10-07 15:01:55,-159.3125,-101.6328125,-107.3671875,-9.3984375,0.0016328125,On,0.0073671875000000005,On
2022-10-07 15:01:59,-159.2890625,-102.2890625,-107.2421875,-9.5,0.0022890625,On,0.0072421875,On
2022-10-07 15:02:03,-159.3359375,-102.7265625,-107.3671875,-9.4921875,0.0022890625,On,0.0072421875,On
2022-10-07 15:02:07,-159.171875,-102.9296875,-107.2734375,-9.5234375,0.0029296875,On,0.0072734375,On
2022-10-07 15:02:11,-159.2890625,-103.0546875,-107.1875,-9.4375,0.0029296875,On,0.0072734375,On
2022-10-07 15:02:15,-159.1953125,-102.96875,-107.15625,-9.453125,0.00296875,On,0.00715625,On
2022-10-07 15:02:19,-159.171875,-102.7265625,-107.1328125,-9.4765625,0.0027265625000000003,On,0.0071328125,On
2022-10-07 15:02:23,-159.265625,-102.375,-107.203125,-9.3203125,0.0027265625000000003,On,0.0071328125,On
2022-10-07 15:02:27,-159.2890625,-101.90625,-107.078125,-9.3828125,0.00190625,On,0.007078125,On
2022-10-07 15:02:31,-159.1953125,-101.609375,-107.0078125,-9.375,0.00190625,On,0.007078125,On
2022-10-07 15:02:35,-159.1484375,-100.9921875,-106.9609375,-9.4375,0.0009921875,On,0.0069609375,On
2022-10-07 15:02:39,-159.2421875,-100.609375,-107.046875,-9.4609375,0.0009921875,On,0.0069609375,On
2022-10-07 15:02:43,-159.125,-99.8828125,-106.8125,-9.28125,-0.0001171875,Off,0.0068125,On
2022-10-07 15:02:47,-159.125,-99.578125,-106.9375,-9.4140625,-0.000421875,Off,0.0069375,On
2022-10-07 15:02:51,-159.0546875,-99.25,-106.796875,-9.296875,-0.000421875,Off,0.0069375,On
2022-10-07 15:02:55,-159.0546875,-99.3515625,-106.765625,-9.2578125,-0.0006484375,Off,0.006765625,On
2022-10-07 15:02:59,-159.015625,-99.625,-106.7265625,-9.3203125,-0.000375,Off,0.0067265625,On
2022-10-07 15:03:03,-159.015625,-99.96875,-106.6875,-9.2578125,-3.125e-05,Off,0.0066875,On
2022-10-07 15:03:07,-159.078125,-100.4375,-106.6171875,-9.34375,0.0004375,On,0.0066171875,On
2022-10-07 15:03:11,-158.8515625,-100.9921875,-106.5703125,-9.265625,0.0004375,On,0.0066171875,On
2022-10-07 15:03:15,-158.9921875,-101.1796875,-106.5859375,-9.265625,0.0011796875,On,0.0065859375,On
2022-10-07 15:03:19,-158.875,-101.4609375,-106.4609375,-9.2578125,0.0014609375,On,0.0064609375000000005,On
