Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,Heat F,Heat B
12:03:38,18.108072,18.13427,18.117804,18.091202,0,0
12:03:40,18.140625,18.205206,18.184938,18.136805,0,0
12:03:41,18.186197,18.236872,18.183672,18.167204,0,0
12:03:43,18.222656,18.25334,18.196339,18.16847,0,0
12:03:44,18.25651,18.274874,18.216606,18.207739,0,0
12:03:46,18.223959,18.288807,18.228004,18.183672,0,0
12:03:47,18.255209,18.26094,18.267275,18.195072,0,0
12:03:49,18.261719,18.288809,18.269808,18.202673,0,0
12:03:50,18.231771,18.290073,18.244474,18.229273,0,0
12:03:52,18.235678,18.27994,18.252073,18.207739,0,0
12:03:53,18.255209,18.282473,18.254606,18.19887,0,0
12:03:55,18.27474,18.288807,18.239405,18.21534,0,0
12:03:56,18.270834,18.27614,18.271072,18.21534,0,0
12:03:58,18.260416,18.269806,18.255873,18.22294,0,0
12:03:59,18.276041,18.274874,18.263474,18.22674,0,0
12:04:01,18.269531,18.267273,18.267275,18.252075,0,0
12:04:02,18.269531,18.319208,18.24954,18.207739,0,0
12:04:04,18.282553,18.301476,18.252073,18.239407,0,0
12:04:05,18.286459,18.310343,18.258408,18.224205,0,0
12:04:07,18.291666,18.312876,18.273607,18.234339,0,0
12:04:09,18.295572,18.304008,18.282475,18.25334,0,0
12:04:10,18.272135,18.282475,18.28374,18.23814,0,0
