Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,MV1,Heater17 On,MV2,Heater18 On
2022-10-14 14:35:44,-161.5703125,-98.5625,-131.5,-21.3046875,0.0,False,0.0,False
2022-10-14 14:35:45,-161.6640625,-98.53125,-131.59375,-21.21875,-52.14953968567163,Off,10.998389430283002,On
2022-10-14 14:35:47,-161.6171875,-98.578125,-131.59375,-21.328125,-23.915860207711678,Off,5.159030172413793,On
2022-10-14 14:35:49,-161.6640625,-98.546875,-131.6328125,-21.3671875,-23.915860207711678,Off,5.159030172413793,On
2022-10-14 14:35:51,-161.640625,-98.6640625,-131.7109375,-21.3125,-23.885304495764686,Off,5.29749071044983,On
2022-10-14 14:35:53,-161.7109375,-98.6875,-131.8203125,-21.390625,-23.905578004291737,Off,5.419049089164805,On
2022-10-14 14:35:55,-161.6171875,-98.71875,-131.78125,-21.328125,-23.88024634224202,Off,5.178362976693418,On
2022-10-14 14:35:57,-161.6875,-98.75,-131.78125,-21.328125,-23.88024634224202,Off,5.178362976693418,On
2022-10-14 14:35:59,-161.59375,-98.75,-131.890625,-21.328125,-23.890816577654487,Off,5.367152749087884,On
2022-10-14 14:36:01,-161.546875,-98.703125,-131.890625,-21.3359375,-24.005563057050818,Off,5.283717672413793,On
2022-10-14 14:36:03,-161.6171875,-98.71875,-131.875,-21.3828125,-23.904046470391652,Off,5.253421456278177,On
2022-10-14 14:36:05,-161.7109375,-98.890625,-131.9140625,-21.3828125,-23.594250356256172,Off,5.35295733264455,On
2022-10-14 14:36:07,-161.640625,-98.9609375,-132.1171875,-21.4296875,-23.594250356256172,Off,5.35295733264455,On
2022-10-14 14:36:09,-161.6171875,-98.9453125,-132.0625,-21.4296875,-23.79093627842518,Off,5.46905751104082,On
2022-10-14 14:36:11,-161.5,-98.875,-132.15625,-21.3515625,-23.9689840082646,Off,5.537718433822515,On
2022-10-14 14:36:13,-161.6875,-99.046875,-132.078125,-21.3515625,-23.52921770193205,Off,5.24394519789774,On
2022-10-14 14:36:15,-161.734375,-99.03125,-132.2109375,-21.484375,-23.52921770193205,Off,5.24394519789774,On
2022-10-14 14:36:17,-161.640625,-99.078125,-132.171875,-21.4453125,-23.753052991676483,Off,5.473211765674188,On
2022-10-14 14:36:19,-161.6875,-99.09375,-132.28125,-21.4453125,-23.753052991676483,Off,5.473211765674188,On
2022-10-14 14:36:21,-161.734375,-99.1640625,-132.3203125,-21.421875,-23.67505086524468,Off,5.577664157993242,On
2022-10-14 14:36:23,-161.7578125,-99.1640625,-132.359375,-21.40625,-23.74074892241379,Off,5.53950205727829,On
2022-10-14 14:36:25,-161.828125,-99.1953125,-132.3359375,-21.4765625,-23.74074892241379,Off,5.53950205727829,On
2022-10-14 14:36:27,-161.7578125,-99.1796875,-132.3359375,-21.484375,-23.722297864065276,Off,5.45291608382863,On
2022-10-14 14:36:29,-161.6875,-99.3359375,-132.359375,-21.4765625,-23.722297864065276,Off,5.45291608382863,On
2022-10-14 14:36:31,-161.5703125,-99.3203125,-132.3046875,-21.5546875,-23.56814643099247,Off,5.433851232917939,On
2022-10-14 14:36:33,-161.40625,-99.25,-132.3984375,-21.421875,-23.56814643099247,Off,5.433851232917939,On
2022-10-14 14:36:35,-161.640625,-99.3671875,-132.6015625,-21.4296875,-23.619688956219512,Off,5.808712825730566,On
2022-10-14 14:36:37,-161.5234375,-99.3515625,-132.5625,-21.484375,-23.619688956219512,Off,5.808712825730566,On
2022-10-14 14:36:39,-161.640625,-99.390625,-132.5078125,-21.5,-23.627772709147234,Off,5.471656560860741,On
