Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,Heat F,Heat B
09:01:25,-155.4765625,-108.70299762228261,-93.65741219008265,4.678125,0,0
09:01:26,-155.27344,-108.900604,-93.69809,4.6546874,0,0
09:01:28,-155.45312,-109.10581,-93.69809,4.69375,0,0
09:01:29,-155.45312,-109.30341,-93.681816,4.5921874,0,0
09:01:30,-155.34375,-109.50862,-93.71436,4.6234374,0,0
09:01:31,-155.45312,-109.70622,-93.80385,4.6390624,0,0
09:01:32,-155.38281,-109.691025,-93.65741,4.553125,0,0
09:01:33,-155.25,-109.85823,-93.7469,4.63125,0,0
09:01:34,-155.35938,-110.16984,-93.69809,4.6234374,1,0
09:01:35,-155.35938,-110.29904,-93.7469,4.6234374,1,0
09:01:36,-155.16406,-110.44344,-93.7469,4.56875,1,0
09:01:37,-155.32031,-110.55745,-93.64114,4.6390624,1,0
09:01:38,-155.35938,-110.75505,-93.69809,4.6078124,1,0
09:01:39,-155.27344,-110.983055,-93.80385,4.6703124,1,0
09:01:40,-155.35938,-111.05146,-93.681816,4.56875,1,0
09:01:41,-155.27344,-111.14266,-93.69809,4.6546874,1,0
09:01:43,-155.47656,-111.180664,-93.7469,4.5453124,1,0
09:01:45,-155.40625,-111.271866,-93.77131,4.5921874,1,0
09:01:46,-155.25,-111.11226,-93.65741,4.584375,1,0
09:01:48,-155.29688,-110.983055,-93.73063,4.6078124,1,0
09:01:49,-155.29688,-110.86906,-93.69809,4.6390624,1,0
09:01:50,-155.22656,-110.777855,-93.77131,4.6546874,1,0
09:01:51,-155.25,-110.51945,-93.69809,4.69375,1,0
09:01:52,-155.34375,-110.39024,-93.65741,4.6234374,1,0
09:01:53,-155.25,-110.10903,-93.7469,4.5921874,1,0
09:01:54,-155.20312,-109.987434,-93.681816,4.584375,0,0
09:01:55,-155.34375,-109.72903,-93.71436,4.6078124,0,0
09:01:57,-155.29688,-109.30341,-93.681816,4.709375,0,0
09:01:58,-155.29688,-109.197014,-93.7469,4.7484374,0,0
09:01:59,-155.38281,-108.702995,-93.84453,4.6234374,0,0
09:02:00,-155.40625,-108.53579,-93.71436,4.6390624,0,0
09:02:01,-155.29688,-108.27739,-93.71436,4.709375,0,0
09:02:02,-155.38281,-108.102585,-93.80385,4.75625,0,0
09:02:03,-155.20312,-107.97338,-93.7469,4.709375,0,0
09:02:04,-155.34375,-107.76817,-93.69809,4.75625,0,0
09:02:05,-155.38281,-107.661766,-93.69809,4.7171874,0,0
09:02:06,-155.40625,-107.55537,-93.7469,4.709375,0,0
