Rt,temp_ch,temp_hex_f,temp_hex_b,temp_chamber,Heat F,Heat B
00:36:10,-152.25,-115.19104,-94.21604,-2.4598958,1,0
00:36:14,-152.20833,-115.27717,-94.27299,-2.4859376,0,0
00:36:18,-152.29427,-115.26197,-94.22959,-2.4651043,0,0
00:36:22,-152.20312,-115.239174,-94.235016,-2.4520833,0,0
00:36:26,-152.22395,-115.43171,-94.27027,-2.49375,1,1
00:36:30,-152.2552,-115.340515,-94.254005,-2.5015626,0,1
00:36:34,-152.28386,-115.1809,-94.28654,-2.4963543,0,0
00:36:38,-152.20833,-114.97823,-94.275696,-2.4885418,0,0
00:36:42,-152.23177,-114.79584,-94.21875,-2.4286458,0,0
00:36:46,-152.25261,-114.67169,-94.254005,-2.478125,0,0
00:36:50,-152.3073,-114.76035,-94.2323,-2.5041668,0,0
00:36:54,-152.26302,-114.78823,-94.31095,-2.5484376,0,0
00:36:58,-152.2552,-114.85156,-94.28384,-2.4963543,0,1
00:37:02,-152.2448,-115.016235,-94.33264,-2.478125,1,0
00:37:06,-152.32031,-115.09731,-94.29739,-2.4625,0,0
00:37:10,-152.38802,-115.22904,-94.30282,-2.4703126,0,1
00:37:14,-152.32812,-115.22397,-94.34078,-2.4833333,0,0
00:37:18,-152.3073,-115.25944,-94.30282,-2.478125,0,0
00:37:22,-152.32031,-115.0517,-94.29739,-2.5145833,1,0
00:37:26,-152.33594,-114.86929,-94.3218,-2.5432293,0,0
00:37:30,-152.39583,-114.6413,-94.224174,-2.4338543,0,0
00:37:34,-152.37239,-114.60836,-94.224174,-2.4911458,0,0
00:37:38,-152.44011,-114.52475,-94.32722,-2.4677083,0,1
00:37:42,-152.44531,-114.59568,-94.35434,-2.4520833,0,0
00:37:46,-152.42448,-114.76035,-94.30282,-2.4911458,0,0
00:37:50,-152.44792,-114.9605,-94.38688,-2.5276043,1,0
00:37:54,-152.41667,-115.239174,-94.31095,-2.4833333,0,0
00:37:58,-152.39583,-115.33545,-94.39501,-2.446875,1,0
00:38:02,-152.44011,-115.517845,-94.36518,-2.4989583,1,0
00:38:06,-152.49219,-115.47225,-94.362465,-2.4755208,1,1
00:38:10,-152.52083,-115.39878,-94.38145,-2.5223958,0,0
00:38:14,-152.48958,-115.15558,-94.400444,-2.4833333,0,0
00:38:18,-152.58855,-114.9909,-94.40043,-2.4598958,0,0
00:38:22,-152.58594,-114.81609,-94.419426,-2.4338543,0,0
00:38:26,-152.67448,-114.76542,-94.419426,-2.4703126,0,0
00:38:30,-152.61719,-114.90983,-94.43027,-2.4598958,0,0
00:38:34,-152.56511,-114.88956,-94.42755,-2.509375,0,0
00:38:38,-152.54427,-114.99597,-94.46281,-2.5484376,0,0
00:38:42,-152.63802,-115.15304,-94.47909,-2.4833333,0,0
00:38:46,-152.65886,-115.168236,-94.45739,-2.540625,0,0
00:38:50,-152.64583,-115.26957,-94.51705,-2.4677083,0,0
00:38:54,-152.65105,-115.160645,-94.55772,-2.4677083,0,0
00:38:58,-152.6302,-115.08463,-94.48993,-2.4598958,0,0
00:39:01,-152.69792,-115.0973,-94.546875,-2.5197918,0,1
00:39:05,-152.69011,-114.970634,-94.49807,-2.4494793,0,0
00:39:09,-152.69792,-114.907295,-94.46823,-2.4833333,0,0
00:39:13,-152.71094,-114.932625,-94.56043,-2.4729168,0,0
00:39:17,-152.71875,-114.97823,-94.59568,-2.4625,0,0
00:39:21,-152.73438,-114.93517,-94.60111,-2.4598958,1,0
00:39:25,-152.78645,-114.914894,-94.51975,-2.4677083,0,1
00:39:29,-152.78125,-114.990906,-94.5523,-2.4572918,0,1
